gene_id,Chr,Product,Name,wt_TPM,lim_TPM
BBFGCJEA_01046,ec_contig_11,hypothetical protein,,0.887716,0.100199
BBFGCJEA_01047,ec_contig_11,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase,dapH,3.35521,0.272672
BBFGCJEA_01048,ec_contig_11,GDP-mannose 4%2C6-dehydratase,gmd,4.39981,0.700454
BBFGCJEA_01049,ec_contig_11,GDP-L-fucose synthase,fcl,1.60175,0.116224
BBFGCJEA_01051,ec_contig_11,hypothetical protein,,1.7457,0.39748
BBFGCJEA_01052,ec_contig_11,Mannose-1-phosphate guanylyltransferase 1,manC1,1.23057,0.260433
BBFGCJEA_01053,ec_contig_11,Phosphomannomutase/phosphoglucomutase,algC,2.49005,0.409456
BBFGCJEA_01054,ec_contig_11,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,wcaJ,1.28523,0.134137
BBFGCJEA_01055,ec_contig_11,Lipopolysaccharide biosynthesis protein WzxC,wzxC,0.946537,0.0506075
BBFGCJEA_01056,ec_contig_11,hypothetical protein,,1.62967,0.146074
BBFGCJEA_01057,ec_contig_11,D-inositol-3-phosphate glycosyltransferase,mshA,1.14654,0.153253
BBFGCJEA_01058,ec_contig_11,hypothetical protein,,4.04934,0.482894
BBFGCJEA_01059,ec_contig_11,UTP--glucose-1-phosphate uridylyltransferase,galF,292.963,18.2517
BBFGCJEA_01060,ec_contig_11,dTDP-glucose 4%2C6-dehydratase,rfbB,62.7573,3.82513
BBFGCJEA_01061,ec_contig_11,dTDP-4-dehydrorhamnose reductase,rfbD,41.3702,3.65926
BBFGCJEA_01062,ec_contig_11,Glucose-1-phosphate thymidylyltransferase 1,rfbA,86.4617,7.17086
BBFGCJEA_01063,ec_contig_11,dTDP-4-dehydrorhamnose 3%2C5-epimerase,rfbC,79.9305,6.70686
BBFGCJEA_01064,ec_contig_11,Putative O-antigen transporter,rfbX,86.4525,4.73801
BBFGCJEA_01065,ec_contig_11,UDP-galactopyranose mutase,glf_1,91.4183,5.89086
BBFGCJEA_01066,ec_contig_11,UDP-galactopyranose mutase,glf_2,28.7721,1.71754
BBFGCJEA_01067,ec_contig_11,UDP-galactopyranose mutase,glf_3,44.6324,4.05805
BBFGCJEA_01068,ec_contig_11,hypothetical protein,,89.0206,4.11788
BBFGCJEA_01069,ec_contig_11,Beta-1%2C6-galactofuranosyltransferase WbbI,wbbI,113.408,5.42567
BBFGCJEA_01070,ec_contig_11,hypothetical protein,,239.403,10.158
BBFGCJEA_01071,ec_contig_11,hypothetical protein,,54.5977,2.5129
BBFGCJEA_01072,ec_contig_11,hypothetical protein,,65.5912,3.71273
BBFGCJEA_01073,ec_contig_11,hypothetical protein,,88.8444,5.67034
BBFGCJEA_01074,ec_contig_11,Rhamnosyltransferase WbbL,wbbL,63.3945,4.23822
BBFGCJEA_00001,ec_contig_15,Transcriptional regulator GadE,gadE,6.88428,0.921431
BBFGCJEA_00002,ec_contig_15,hypothetical protein,,63.2049,9.79201
BBFGCJEA_00003,ec_contig_15,Multidrug resistance protein MdtE,mdtE,1.71794,0.16159
BBFGCJEA_00004,ec_contig_15,multidrug efflux RND transporter permease subunit AcrB,acrB_1,3.06805,0.37256
BBFGCJEA_00005,ec_contig_15,HTH-type transcriptional regulator GadW,gadW,23.6168,0.564701
BBFGCJEA_00006,ec_contig_15,HTH-type transcriptional regulator GadX,gadX,139.799,22.4999
BBFGCJEA_00007,ec_contig_15,Glutamate decarboxylase alpha,gadA,7.2576,1.33563
BBFGCJEA_00008,ec_contig_15,Cytochrome c peroxidase Ccp,ccp,2.28385,0.883406
BBFGCJEA_00009,ec_contig_15,Cytoplasmic trehalase,treF,8.33556,7.21268
BBFGCJEA_00010,ec_contig_15,Putative HTH-type transcriptional regulator YhjB,yhjB,6.43533,1.8619
BBFGCJEA_00011,ec_contig_15,HTH-type transcriptional regulator,,10.3597,1.15507
BBFGCJEA_00012,ec_contig_15,Inner membrane protein YhjD,yhjD,7.75073,2.76807
BBFGCJEA_00013,ec_contig_15,Inner membrane metabolite transport protein YhjE,yhjE,98.2406,9.73088
BBFGCJEA_00014,ec_contig_15,hypothetical protein,,8.53229,5.24775
BBFGCJEA_00015,ec_contig_15,Cyclic di-GMP phosphodiesterase PdeH,pdeH,0.639587,0.097459
BBFGCJEA_00016,ec_contig_15,2-dehydro-3-deoxygluconokinase,kdgK_1,18.4597,3.17905
BBFGCJEA_00017,ec_contig_15,Protein YhjJ,yhjJ,17.1937,2.14996
BBFGCJEA_00018,ec_contig_15,Aerobic C4-dicarboxylate transport protein,dctA,13.3774,0.43618
BBFGCJEA_00019,ec_contig_15,putative cyclic di-GMP phosphodiesterase PdeK,pdeK,9.10614,1.4394
BBFGCJEA_00020,ec_contig_15,Cellulose synthase operon protein C,bcsC,6.29203,4.07207
BBFGCJEA_00021,ec_contig_15,Endoglucanase,bcsZ,2.19644,0.0676139
BBFGCJEA_00022,ec_contig_15,Cyclic di-GMP-binding protein,bcsB,2.23855,0.178675
BBFGCJEA_00023,ec_contig_15,Cellulose synthase catalytic subunit [UDP-forming],bcsA,2.56948,0.157185
BBFGCJEA_00024,ec_contig_15,Cellulose biosynthesis protein BcsQ,bcsQ,11.1514,2.51549
BBFGCJEA_00025,ec_contig_15,Protein YhjR,yhjR,64.9739,10.0986
BBFGCJEA_00026,ec_contig_15,Cyclic di-GMP binding protein BcsE,bcsE,29.913,6.52526
BBFGCJEA_00027,ec_contig_15,Cellulose biosynthesis protein BcsF,bcsF,22.3855,2.92377
BBFGCJEA_00028,ec_contig_15,Cellulose biosynthesis protein BcsG,bcsG,9.7071,0.779672
BBFGCJEA_00029,ec_contig_15,Small toxic polypeptide LdrD,ldrD,443.447,109.501
BBFGCJEA_00030,ec_contig_15,Inner membrane transport protein YhjV,yhjV,10.9671,0.91207
BBFGCJEA_00031,ec_contig_15,Dipeptide transport ATP-binding protein DppF,dppF,27.2239,0.372381
BBFGCJEA_00032,ec_contig_15,Dipeptide transport ATP-binding protein DppD,dppD,44.977,0.608525
BBFGCJEA_00033,ec_contig_15,Dipeptide transport system permease protein DppC,dppC,45.8293,0.621666
BBFGCJEA_00034,ec_contig_15,Dipeptide transport system permease protein DppB,dppB,30.0741,0.330214
BBFGCJEA_00035,ec_contig_15,Dipeptide-binding protein,dppA,135.478,3.30488
BBFGCJEA_00036,ec_contig_15,,,1346.98,1485.79
BBFGCJEA_00037,ec_contig_15,Kdo(2)-lipid A phosphoethanolamine 7''-transferase,eptB,16.867,5.86137
BBFGCJEA_00038,ec_contig_15,putative MFS-type transporter YhjX,yhjX,0.711005,0.185728
BBFGCJEA_00039,ec_contig_15,hypothetical protein,,13.8436,9.31591
BBFGCJEA_00040,ec_contig_15,DNA-3-methyladenine glycosylase 1,tag,5.05138,1.19439
BBFGCJEA_00041,ec_contig_15,Peptidyl-lysine N-acetyltransferase YiaC,yiaC,12.475,1.18807
BBFGCJEA_00042,ec_contig_15,Biotin sulfoxide reductase,bisC,14.774,1.18655
BBFGCJEA_00043,ec_contig_15,putative lipoprotein YiaD,yiaD,13.0615,0.567034
BBFGCJEA_00044,ec_contig_15,Glyoxylate/hydroxypyruvate reductase B,ghrB,69.3478,4.7596
BBFGCJEA_00045,ec_contig_15,hypothetical protein,,37.2029,5.73734
BBFGCJEA_00046,ec_contig_15,hypothetical protein,,50.2175,84.8798
BBFGCJEA_00047,ec_contig_15,Cold shock protein CspA,cspA,193.944,77.4841
BBFGCJEA_00048,ec_contig_15,Protein HokA,hokA,4.17362,1.22302
BBFGCJEA_00049,ec_contig_15,IS3 family transposase IS103,,7.29276,2.07913
BBFGCJEA_00050,ec_contig_15,IS3 family transposase IS150,,29.8614,3.16982
BBFGCJEA_00051,ec_contig_15,Glycine--tRNA ligase beta subunit,glyS,122.765,9.79901
BBFGCJEA_00052,ec_contig_15,Glycine--tRNA ligase alpha subunit,glyQ,39.6679,5.08839
BBFGCJEA_00053,ec_contig_15,hypothetical protein,,2.94722,1.24748
BBFGCJEA_00054,ec_contig_15,O-acetyltransferase WecH,wecH,11.2937,1.72843
BBFGCJEA_00055,ec_contig_15,Inner membrane protein YiaA,yiaA,3.02796,1.45254
BBFGCJEA_00056,ec_contig_15,Inner membrane protein YiaB,yiaB,0.789946,0.328283
BBFGCJEA_00057,ec_contig_15,Xylulose kinase,xylB,3.5954,2.1863
BBFGCJEA_00058,ec_contig_15,Xylose isomerase,xylA,24.7829,23.4786
BBFGCJEA_00059,ec_contig_15,D-xylose-binding periplasmic protein,xylF,1.97866,0.376881
BBFGCJEA_00060,ec_contig_15,Xylose import ATP-binding protein XylG,xylG,8.09115,1.65036
BBFGCJEA_00061,ec_contig_15,Xylose transport system permease protein XylH,xylH,2.1194,0.538251
BBFGCJEA_00062,ec_contig_15,Xylose operon regulatory protein,xylR,5.62446,1.01576
BBFGCJEA_00063,ec_contig_15,hypothetical protein,,165.58,11.885
BBFGCJEA_00064,ec_contig_15,Periplasmic alpha-amylase,malS,1.9711,0.0921326
BBFGCJEA_00065,ec_contig_15,Valine--pyruvate aminotransferase,avtA,55.2505,5.22269
BBFGCJEA_00066,ec_contig_15,Putative oxidoreductase AegA,aegA_1,7.72038,0.473725
BBFGCJEA_00067,ec_contig_15,DNA-binding transcriptional repressor YiaJ,yiaJ,61.6173,22.8337
BBFGCJEA_00068,ec_contig_15,2%2C3-diketo-L-gulonate reductase,dlgD,0.639203,0.187309
BBFGCJEA_00069,ec_contig_15,N-acetylneuraminate anomerase NanQ,nanQ_1,0.367352,0.239899
BBFGCJEA_00070,ec_contig_15,2%2C3-diketo-L-gulonate TRAP transporter small permease protein YiaM,yiaM,0.362702,0.0789542
BBFGCJEA_00071,ec_contig_15,Sialic acid TRAP transporter large permease protein SiaM,siaM,0.6534,0.175701
BBFGCJEA_00072,ec_contig_15,2%2C3-diketo-L-gulonate-binding periplasmic protein YiaO,yiaO,0.522556,0.0379172
BBFGCJEA_00073,ec_contig_15,L-xylulose/3-keto-L-gulonate kinase,lyx,0.885937,0.174997
BBFGCJEA_00075,ec_contig_15,L-ribulose-5-phosphate 3-epimerase UlaE,ulaE_1,0.656078,0.0869321
BBFGCJEA_00076,ec_contig_15,L-ribulose-5-phosphate 4-epimerase SgbE,sgbE,1.9761,0.483935
BBFGCJEA_00077,ec_contig_15,MltA-interacting protein,mipA_1,1.52465,0.505051
BBFGCJEA_00078,ec_contig_15,hypothetical protein,,4.91203,1.4202
BBFGCJEA_00079,ec_contig_15,Inner membrane protein YiaV,yiaV,1.44726,0.954533
BBFGCJEA_00080,ec_contig_15,Inner membrane protein YiaW,yiaW_1,2.88051,3.46521
BBFGCJEA_00082,ec_contig_15,Aldehyde dehydrogenase B,aldB,2.29802,0.53498
BBFGCJEA_00083,ec_contig_15,Alcohol dehydrogenase 2,adhB,1.02334,0.552268
BBFGCJEA_00084,ec_contig_15,Selenocysteine-specific elongation factor,selB,19.6614,3.04262
BBFGCJEA_00085,ec_contig_15,L-seryl-tRNA(Sec) selenium transferase,selA,13.8151,1.18295
BBFGCJEA_00086,ec_contig_15,putative GST-like protein YibF,yibF,56.9037,15.7317
BBFGCJEA_00087,ec_contig_15,Protein RhsC,rhsC_1,2.97645,1.81056
BBFGCJEA_00088,ec_contig_15,Protein YibA,yibA_1,18.0923,5.94882
BBFGCJEA_00089,ec_contig_15,hypothetical protein,,14.8208,3.49508
BBFGCJEA_00090,ec_contig_15,hypothetical protein,,1.16953,0.567034
BBFGCJEA_00091,ec_contig_15,Inner membrane protein YibH,yibH,1.87927,2.10656
BBFGCJEA_00092,ec_contig_15,Inner membrane protein YiaW,yiaW_2,3.38294,3.5053
BBFGCJEA_00093,ec_contig_15,PTS system mannitol-specific EIICBA component,mtlA_1,8.10972,0.723458
BBFGCJEA_00094,ec_contig_15,Mannitol-1-phosphate 5-dehydrogenase,mtlD,20.0286,1.62856
BBFGCJEA_00095,ec_contig_15,Mannitol operon repressor,mtlR,25.6461,15.3389
BBFGCJEA_00096,ec_contig_15,hypothetical protein,,32.8638,40.8103
BBFGCJEA_00097,ec_contig_15,putative protein YibL,yibL,53.7211,9.38184
BBFGCJEA_00098,ec_contig_15,L-lactate permease,lldP,5.63578,0.971766
BBFGCJEA_00099,ec_contig_15,Putative L-lactate dehydrogenase operon regulatory protein,lldR_1,8.75567,1.49312
BBFGCJEA_00100,ec_contig_15,L-lactate dehydrogenase,lldD,17.4045,1.50828
BBFGCJEA_00101,ec_contig_15,tRNA (cytidine(34)-2'-O)-methyltransferase,trmL_1,9.68934,0.94745
BBFGCJEA_00102,ec_contig_15,Serine acetyltransferase,cysE_1,49.927,9.60647
BBFGCJEA_00103,ec_contig_15,Glycerol-3-phosphate dehydrogenase [NAD(P)+],gpsA,78.4721,5.72371
BBFGCJEA_00104,ec_contig_15,Protein-export protein SecB,secB,156.86,16.713
BBFGCJEA_00105,ec_contig_15,Glutaredoxin 3,grxC,134.593,9.9501
BBFGCJEA_00106,ec_contig_15,putative protein YibN,yibN,155.093,15.0737
BBFGCJEA_00107,ec_contig_15,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,gpmI,73.9348,3.89988
BBFGCJEA_00108,ec_contig_15,Murein hydrolase activator EnvC,envC,41.5963,2.70286
BBFGCJEA_00109,ec_contig_15,hypothetical protein,,23.3065,1.05256
BBFGCJEA_00110,ec_contig_15,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,arnC_1,1.09156,0.506222
BBFGCJEA_00111,ec_contig_15,L-threonine 3-dehydrogenase,tdh,11.8731,3.79349
BBFGCJEA_00112,ec_contig_15,2-amino-3-ketobutyrate coenzyme A ligase,kbl,5.04745,2.00096
BBFGCJEA_00113,ec_contig_15,Protein HtrL,htrL,26.6982,2.40064
BBFGCJEA_00114,ec_contig_15,ADP-L-glycero-D-manno-heptose-6-epimerase,hldD,65.6253,6.29755
BBFGCJEA_00115,ec_contig_15,Lipopolysaccharide heptosyltransferase 2,waaF,41.1681,6.61269
BBFGCJEA_00116,ec_contig_15,Lipopolysaccharide heptosyltransferase 1,waaC,12.7917,0.896623
BBFGCJEA_00117,ec_contig_15,O-antigen ligase,waaL_1,48.9668,2.18308
BBFGCJEA_00118,ec_contig_15,O-antigen ligase,waaL_2,55.0797,1.97211
BBFGCJEA_00119,ec_contig_15,hypothetical protein,,23.7575,2.93524
BBFGCJEA_01075,ec_contig_16,6-phosphogluconate dehydrogenase%2C decarboxylating,gnd,221.79,9.05031
BBFGCJEA_01076,ec_contig_16,UDP-glucose 6-dehydrogenase,ugd,25.7597,3.14274
BBFGCJEA_01077,ec_contig_16,Chain length determinant protein,wzzB,442.834,25.7506
BBFGCJEA_01078,ec_contig_16,Histidine biosynthesis bifunctional protein HisIE,hisI,138.091,7.03234
BBFGCJEA_01079,ec_contig_16,Imidazole glycerol phosphate synthase subunit HisF,hisF,61.5742,3.22706
BBFGCJEA_01080,ec_contig_16,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,hisA,58.738,1.82557
BBFGCJEA_01081,ec_contig_16,Imidazole glycerol phosphate synthase subunit HisH,hisH,48.0398,2.59627
BBFGCJEA_01082,ec_contig_16,Histidine biosynthesis bifunctional protein HisB,hisB,47.5795,2.55803
BBFGCJEA_01083,ec_contig_16,Histidinol-phosphate aminotransferase,hisC,46.6666,2.76052
BBFGCJEA_01084,ec_contig_16,Histidinol dehydrogenase,hisD,56.2154,2.75305
BBFGCJEA_01085,ec_contig_16,ATP phosphoribosyltransferase,hisG,114.914,5.73839
BBFGCJEA_01086,ec_contig_16,Antitoxin YefM,yefM,24.8525,15.8905
BBFGCJEA_01087,ec_contig_16,Toxin YoeB,yoeB,11.0761,2.78848
BBFGCJEA_01088,ec_contig_16,Protein YeeZ,yeeZ,28.1623,7.98385
BBFGCJEA_01089,ec_contig_16,HTH-type transcriptional regulator YhaJ,yhaJ_1,7.92846,4.32878
BBFGCJEA_01090,ec_contig_16,Low-affinity putrescine importer PlaP,plaP,47.295,1.01891
BBFGCJEA_01091,ec_contig_16,Thiosulfate transporter TsuA,tsuA,38.7586,36.3071
BBFGCJEA_01092,ec_contig_16,Putative sulfur carrier protein TsuB,tsuB,63.3393,46.7803
BBFGCJEA_01093,ec_contig_16,Exodeoxyribonuclease I,sbcB,9.66582,1.25796
BBFGCJEA_01094,ec_contig_16,D-alanyl-D-alanine carboxypeptidase DacD,dacD,5.19825,1.57137
BBFGCJEA_01095,ec_contig_16,DNA gyrase inhibitor,sbmC,3.00525,3.23712
BBFGCJEA_01096,ec_contig_16,Inner membrane protein YeeA,yeeA,6.49371,1.76696
BBFGCJEA_01097,ec_contig_16,Pole-localizer protein TmaR,tmaR,189.783,34.4757
BBFGCJEA_01098,ec_contig_16,Protein YeeW,yeeW,40.0519,5.75758
BBFGCJEA_01099,ec_contig_16,Cytoskeleton-binding toxin CbtA,cbtA,9.88955,1.49697
BBFGCJEA_01100,ec_contig_16,Cytoskeleton bundling-enhancing antitoxin CbeA,cbeA,7.12177,0.912787
BBFGCJEA_01101,ec_contig_16,hypothetical protein,,1.21694,0.337156
BBFGCJEA_01102,ec_contig_16,hypothetical protein,,2.14283,1.00468
BBFGCJEA_01103,ec_contig_16,Inner membrane protein YeeR,yeeR,2.14681,0.683548
BBFGCJEA_01104,ec_contig_16,Antigen 43,flu,4.054,0.611743
BBFGCJEA_01105,ec_contig_16,hypothetical protein,,3.21251,1.00009
BBFGCJEA_01106,ec_contig_16,hypothetical protein,,8.18671,4.19234
BBFGCJEA_01107,ec_contig_16,IS3 family transposase IS2,,5.42166,1.28052
BBFGCJEA_01108,ec_contig_16,Vitamin B12 transporter BtuB,btuB_2,5.81194,1.23795
BBFGCJEA_01109,ec_contig_16,IS5 family transposase IS5,,18.4264,2.40339
BBFGCJEA_01110,ec_contig_16,Bifunctional adenosylcobalamin biosynthesis protein CobU,cobU,15.9664,5.10018
BBFGCJEA_01111,ec_contig_16,Adenosylcobinamide-GDP ribazoletransferase,cobS,4.29142,1.50904
BBFGCJEA_01112,ec_contig_16,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,cobT,7.07241,0.727694
BBFGCJEA_01113,ec_contig_16,putative L%2CD-transpeptidase ErfK/SrfK,erfK,22.5397,8.59639
BBFGCJEA_01114,ec_contig_16,,,2461.83,5233.0
BBFGCJEA_01115,ec_contig_16,Transcriptional dual regulator GltC,gltC_2,8.15996,125.278
BBFGCJEA_01116,ec_contig_16,HTH-type transcriptional regulator cbl,cbl,13.9458,25.9727
BBFGCJEA_01117,ec_contig_16,,,3278.78,5474.78
BBFGCJEA_01118,ec_contig_16,putative FMN/FAD exporter YeeO,yeeO,2.65013,1.74904
BBFGCJEA_01119,ec_contig_16,,,2496.41,5336.41
BBFGCJEA_01120,ec_contig_16,putative transcriptional regulatory protein YeeN,yeeN,36.001,1.04391
BBFGCJEA_01121,ec_contig_16,AMP nucleosidase,amn,32.1223,2.75216
BBFGCJEA_01122,ec_contig_16,Shikimate transporter,shiA,30.4717,2.69955
BBFGCJEA_01123,ec_contig_16,hypothetical protein,,1.81153,0.690093
BBFGCJEA_01124,ec_contig_16,Inverse autotransporter adhesin YeeJ,yeeJ,2.65515,0.890302
BBFGCJEA_01125,ec_contig_16,hypothetical protein,,6.05817,3.99192
BBFGCJEA_01126,ec_contig_16,,,2420.47,5304.4
BBFGCJEA_01127,ec_contig_16,Mlc titration factor A,mtfA,23.3598,2.57937
BBFGCJEA_01128,ec_contig_16,,,533.774,1682.43
BBFGCJEA_01129,ec_contig_16,Cytochrome b561 ,yodB,3.83897,0.704789
BBFGCJEA_01130,ec_contig_16,Metal-binding protein ZinT,zinT,4.07449,0.574874
BBFGCJEA_01131,ec_contig_16,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,msrQ,12.1642,2.1772
BBFGCJEA_01132,ec_contig_16,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,msrP,32.7469,11.5438
BBFGCJEA_01133,ec_contig_16,5-hydroxyisourate hydrolase,hiuH,121.911,3.61587
BBFGCJEA_01134,ec_contig_16,Transcriptional regulatory protein HprR,hprR,48.7752,5.49654
BBFGCJEA_01135,ec_contig_16,Sensor histidine kinase HprS,hprS,18.3614,1.32183
BBFGCJEA_01136,ec_contig_16,Protein/nucleic acid deglycase 1,hchA,18.8525,1.93271
BBFGCJEA_01137,ec_contig_16,Outer membrane porin N,ompN_1,10.7687,3.35859
BBFGCJEA_01138,ec_contig_16,hypothetical protein,,5.28175,0.402412
BBFGCJEA_01139,ec_contig_16,Outer membrane porin C,ompC_2,5.25567,2.77217
BBFGCJEA_01140,ec_contig_16,Cell division protein DrpB,drpB,5.26868,4.32294
BBFGCJEA_01141,ec_contig_16,putative protein YedJ,yedJ,19.267,8.87213
BBFGCJEA_01142,ec_contig_16,DNA-cytosine methyltransferase,dcm,26.8621,1.76704
BBFGCJEA_01143,ec_contig_16,DNA mismatch endonuclease Vsr,vsr,18.1985,1.03294
BBFGCJEA_01144,ec_contig_16,putative inner membrane transporter YedA,yedA,2.08001,0.284441
BBFGCJEA_01145,ec_contig_16,Inner membrane protein YedI,yedI,13.6713,4.93283
BBFGCJEA_01146,ec_contig_16,hypothetical protein,,11.4077,18.2009
BBFGCJEA_01147,ec_contig_16,putative diguanylate cyclase DgcQ,dgcQ,5.5206,1.36891
BBFGCJEA_01148,ec_contig_16,Mannosyl-3-phosphoglycerate phosphatase,yedP,6.59151,16.8776
BBFGCJEA_01149,ec_contig_16,hypothetical protein,,18.851,62.2096
BBFGCJEA_01150,ec_contig_16,Protein DsrB,dsrB,6.49739,8.31651
BBFGCJEA_01151,ec_contig_16,Transcriptional regulatory protein RcsA,rcsA,11.3748,1.61932
BBFGCJEA_01152,ec_contig_16,Flagellar biosynthetic protein FliR,fliR,1.90607,0.142841
BBFGCJEA_01153,ec_contig_16,Flagellar biosynthetic protein FliQ,fliQ,2.0012,0.554434
BBFGCJEA_01154,ec_contig_16,Flagellar biosynthetic protein FliP,fliP,1.89692,0.760656
BBFGCJEA_01155,ec_contig_16,Flagellar protein FliO,fliO,2.48286,0.102252
BBFGCJEA_01157,ec_contig_16,Flagellar motor switch protein FliM,fliM,2.10166,0.297905
BBFGCJEA_01158,ec_contig_16,hypothetical protein,,1.16199,0.0804823
BBFGCJEA_01159,ec_contig_16,Flagellar hook-length control protein,fliK,1.39348,0.331775
BBFGCJEA_01160,ec_contig_16,Flagellar FliJ protein,fliJ,0.719103,0.168578
BBFGCJEA_01161,ec_contig_16,Flagellum-specific ATP synthase,fliI,0.804371,0.2179
BBFGCJEA_01162,ec_contig_16,Flagellar assembly protein FliH,fliH,1.001,0.272375
BBFGCJEA_01163,ec_contig_16,Flagellar motor switch protein FliG,fliG,1.15896,0.300597
BBFGCJEA_01164,ec_contig_16,Flagellar M-ring protein,fliF,0.547755,0.0902333
BBFGCJEA_01165,ec_contig_16,Flagellar hook-basal body complex protein FliE,fliE,0.62375,0.356422
BBFGCJEA_01166,ec_contig_16,hypothetical protein,,2.02919,2.02582
BBFGCJEA_01167,ec_contig_16,hypothetical protein,,0.767504,0.389836
BBFGCJEA_01168,ec_contig_16,putative N-acetyltransferase YsnE,ysnE,17.9084,97.9269
BBFGCJEA_01169,ec_contig_16,Abasic site processing protein YedK,yedK,1.68874,0.839109
BBFGCJEA_01170,ec_contig_16,Putative sulfur carrier protein YedF,yedF,3.77848,0.479798
BBFGCJEA_01171,ec_contig_16,putative transporter YedE,yedE,4.15445,0.155159
BBFGCJEA_01172,ec_contig_16,hypothetical protein,,161.895,8.4069
BBFGCJEA_01173,ec_contig_16,Cytoplasmic alpha-amylase,amyA,12.016,5.91042
BBFGCJEA_01174,ec_contig_16,Flagellar protein FliT,fliT,1.74471,0.306756
BBFGCJEA_01175,ec_contig_16,Flagellar secretion chaperone FliS,fliS,0.717084,0.182113
BBFGCJEA_01176,ec_contig_16,Flagellar hook-associated protein 2,fliD,0.384025,0.159592
BBFGCJEA_01177,ec_contig_16,Flagellin,fliC,16.9148,4.9249
BBFGCJEA_01178,ec_contig_16,RNA polymerase sigma factor FliA,fliA,1.91023,0.415825
BBFGCJEA_01179,ec_contig_16,Regulator of sigma S factor FliZ,fliZ,5.82858,1.28815
BBFGCJEA_01180,ec_contig_16,L-cystine-binding protein TcyJ,tcyJ,92.4297,12.562
BBFGCJEA_01181,ec_contig_16,D-cysteine desulfhydrase,dcyD,34.6629,6.74926
BBFGCJEA_01182,ec_contig_16,L-cystine transport system permease protein TcyL,tcyL,48.5696,4.30743
BBFGCJEA_01183,ec_contig_16,L-cystine transport system ATP-binding protein TcyN,tcyN,42.3361,6.06343
BBFGCJEA_01184,ec_contig_16,Regulatory protein SdiA,sdiA,15.8299,1.50111
BBFGCJEA_01185,ec_contig_16,hypothetical protein,,37.0039,0.997981
BBFGCJEA_01186,ec_contig_16,IS5 family transposase IS5,,19.9786,3.43342
BBFGCJEA_01187,ec_contig_16,Response regulator UvrY,uvrY,118.95,17.9431
BBFGCJEA_01188,ec_contig_16,UvrABC system protein C,uvrC,27.4007,4.12422
BBFGCJEA_01189,ec_contig_16,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,pgsA,45.7651,5.79429
BBFGCJEA_01190,ec_contig_16,,,3600.32,17581.0
BBFGCJEA_01191,ec_contig_16,,,3134.74,1524.79
BBFGCJEA_01192,ec_contig_16,,,6374.63,3889.11
BBFGCJEA_01193,ec_contig_16,hypothetical protein,,8.0392,3.0344
BBFGCJEA_01194,ec_contig_16,Tyrosine-specific transport system,tyrP,16.5355,1.42039
BBFGCJEA_01195,ec_contig_16,hypothetical protein,,3.78635,2.02715
BBFGCJEA_01196,ec_contig_16,Bacterial non-heme ferritin,ftnA_1,16.0775,1.27754
BBFGCJEA_01198,ec_contig_16,hypothetical protein,,37.425,2.22764
BBFGCJEA_01199,ec_contig_16,Bacterial non-heme ferritin,ftnA_2,10.6232,0.594036
BBFGCJEA_01200,ec_contig_16,L-arabinose-binding periplasmic protein,araF,1.04195,0.529232
BBFGCJEA_01201,ec_contig_16,Arabinose import ATP-binding protein AraG,araG,4.97687,1.25983
BBFGCJEA_01202,ec_contig_16,L-arabinose transport system permease protein AraH,araH,4.4044,1.55461
BBFGCJEA_01203,ec_contig_16,Trehalose-6-phosphate phosphatase,otsB,15.8522,25.1364
BBFGCJEA_01204,ec_contig_16,Trehalose-6-phosphate synthase,otsA,35.0908,23.3212
BBFGCJEA_01205,ec_contig_16,Universal stress protein C,uspC,47.1165,12.7365
BBFGCJEA_01206,ec_contig_16,Flagellar transcriptional regulator FlhD,flhD,6.92722,0.639731
BBFGCJEA_01207,ec_contig_16,Flagellar transcriptional regulator FlhC,flhC,8.22913,1.6159
BBFGCJEA_01208,ec_contig_16,Motility protein A,motA,1.46586,0.210722
BBFGCJEA_01209,ec_contig_16,Motility protein B,motB,1.11276,0.0807428
BBFGCJEA_01210,ec_contig_16,Chemotaxis protein CheA,cheA,0.849918,0.247591
BBFGCJEA_01211,ec_contig_16,Chemotaxis protein CheW,cheW,1.85176,0.519782
BBFGCJEA_01212,ec_contig_16,Methyl-accepting chemotaxis protein II,tar,4.58101,1.86896
BBFGCJEA_01213,ec_contig_16,Methyl-accepting chemotaxis protein IV,tap,0.383273,0.116805
BBFGCJEA_01214,ec_contig_16,Chemotaxis protein methyltransferase,cheR,1.48331,0.260796
BBFGCJEA_01215,ec_contig_16,Protein-glutamate methylesterase/protein-glutamine glutaminase,cheB,0.537984,0.0712843
BBFGCJEA_01216,ec_contig_16,Chemotaxis protein CheY,cheY,1.76329,0.191919
