gene_id,Chr,Product,Name,wt_TPM,lim_TPM
BBFGCJEA_03338,ec_contig_17,Galactose-proton symporter,galP,13.5741,0.536549
BBFGCJEA_03339,ec_contig_17,Protein SprT,sprT,8.94075,0.902779
BBFGCJEA_03340,ec_contig_17,Endonuclease-1,endA,4.23211,0.475732
BBFGCJEA_03341,ec_contig_17,Ribosomal RNA small subunit methyltransferase E,rsmE,30.1969,3.57882
BBFGCJEA_03342,ec_contig_17,Glutathione synthetase,gshB,31.533,2.87274
BBFGCJEA_03343,ec_contig_17,hypothetical protein,,37.4195,5.5901
BBFGCJEA_03344,ec_contig_17,Putative pre-16S rRNA nuclease,yqgF,42.5238,2.69239
BBFGCJEA_03345,ec_contig_17,putative protein YggR,yggR,7.71103,1.64041
BBFGCJEA_03346,ec_contig_17,Pyridoxal phosphate homeostasis protein,yggS,57.0283,4.56523
BBFGCJEA_03347,ec_contig_17,hypothetical protein,,60.9022,2.24414
BBFGCJEA_03348,ec_contig_17,hypothetical protein,,36.4604,1.15745
BBFGCJEA_03349,ec_contig_17,dITP/XTP pyrophosphatase,rdgB,35.269,1.82711
BBFGCJEA_03350,ec_contig_17,Heme chaperone HemW,hemW,35.4686,1.38243
BBFGCJEA_03351,ec_contig_17,hypothetical protein,,3.94717,1.03956
BBFGCJEA_03352,ec_contig_17,L-asparaginase 2,ansB,6.02861,1.00084
BBFGCJEA_03353,ec_contig_17,hypothetical protein,,9.07361,2.59891
BBFGCJEA_03354,ec_contig_17,putative protein,,79.8392,10.6436
BBFGCJEA_03355,ec_contig_17,tRNA (guanine-N(7)-)-methyltransferase,trmB,79.684,8.47244
BBFGCJEA_03356,ec_contig_17,Adenine DNA glycosylase,mutY,35.2425,4.58474
BBFGCJEA_03357,ec_contig_17,putative Fe(2+)-trafficking protein,yggX,97.3507,5.42381
BBFGCJEA_03358,ec_contig_17,Membrane-bound lytic murein transglycosylase C,mltC,14.3267,0.900955
BBFGCJEA_03359,ec_contig_17,Nucleoside permease NupG,nupG,6.13515,0.893181
BBFGCJEA_03360,ec_contig_17,Constitutive ornithine decarboxylase,speC,15.626,0.735871
BBFGCJEA_03361,ec_contig_17,hypothetical protein,,5.30749,1.1629
BBFGCJEA_03362,ec_contig_17,,,4347.79,664.281
BBFGCJEA_03363,ec_contig_17,Type II secretion system protein M,epsM,3.93328,1.6029
BBFGCJEA_03364,ec_contig_17,Putative type II secretion system L-type protein YghE,yghE,34.0288,4.17305
BBFGCJEA_03365,ec_contig_17,Type II secretion system protein C 2,gspC2,3.53321,0.306398
BBFGCJEA_03366,ec_contig_17,Lipoprotein YghG,yghG,19.3613,1.45691
BBFGCJEA_03367,ec_contig_17,Prepilin peptidase PppA,pppA,16.8586,0.877853
BBFGCJEA_03368,ec_contig_17,lipoprotein metalloprotease SslE,sslE,9.79068,0.508504
BBFGCJEA_03369,ec_contig_17,Glycolate permease GlcA,glcA,2.99158,1.02289
BBFGCJEA_03370,ec_contig_17,Malate synthase G,glcB,12.9246,2.91193
BBFGCJEA_03371,ec_contig_17,Protein GlcG,glcG,10.3092,3.41901
BBFGCJEA_03372,ec_contig_17,Glycolate oxidase iron-sulfur subunit,glcF,4.59499,2.93524
BBFGCJEA_03373,ec_contig_17,Glycolate oxidase subunit GlcE,glcE,0.932959,1.20838
BBFGCJEA_03374,ec_contig_17,Glycolate oxidase subunit GlcD,glcD,1.17889,1.79637
BBFGCJEA_03375,ec_contig_17,Glc operon transcriptional activator,glcC,7.31988,1.12517
BBFGCJEA_03376,ec_contig_17,Protein YghO,yghO,3.71534,0.427894
BBFGCJEA_03377,ec_contig_17,IS5 family transposase IS5,,21.4807,3.31897
BBFGCJEA_03378,ec_contig_17,Inner membrane protein YghQ,yghQ,1.17282,0.175207
BBFGCJEA_03379,ec_contig_17,hypothetical protein,,0.582454,0.0493073
BBFGCJEA_03380,ec_contig_17,hypothetical protein,,0.80813,0.214159
BBFGCJEA_03381,ec_contig_17,Thymidylate kinase,tmk_2,0.460724,0.216013
BBFGCJEA_03382,ec_contig_17,Low-affinity inorganic phosphate transporter PitB,pitB,1.11339,0.399192
BBFGCJEA_03383,ec_contig_17,Bifunctional glutathionylspermidine synthetase/amidase,gss,20.1367,3.21929
BBFGCJEA_03384,ec_contig_17,Disulfide-bond oxidoreductase YghU,yghU,50.565,6.90644
BBFGCJEA_03385,ec_contig_17,Hydrogenase maturation factor HybG,hybG,21.9956,4.20835
BBFGCJEA_03386,ec_contig_17,Hydrogenase maturation factor HybF,hybF,8.40215,2.07913
BBFGCJEA_03387,ec_contig_17,Hydrogenase-2 operon protein HybE,hybE,19.0856,2.06637
BBFGCJEA_03388,ec_contig_17,Hydrogenase 2 maturation protease,hybD,9.22866,1.43649
BBFGCJEA_03389,ec_contig_17,Hydrogenase-2 large chain,hybC,4.92932,0.768691
BBFGCJEA_03390,ec_contig_17,putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit,hybB,1.58318,0.222197
BBFGCJEA_03391,ec_contig_17,Formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit,fdnH_2,1.2193,0.0758344
BBFGCJEA_03392,ec_contig_17,Hydrogenase-2 small chain,hybO,1.33885,0.200666
BBFGCJEA_03393,ec_contig_17,hypothetical protein,,6.73698,0.909618
BBFGCJEA_03394,ec_contig_17,hypothetical protein,,3.76469,6.73819
BBFGCJEA_03395,ec_contig_17,hypothetical protein,,4.16274,10.9947
BBFGCJEA_03396,ec_contig_17,Protein YqhI,yqhI,46.7325,182.963
BBFGCJEA_03397,ec_contig_17,L-glyceraldehyde 3-phosphate reductase,gpr,9.34276,0.683056
BBFGCJEA_03398,ec_contig_17,hypothetical protein,,51.7996,2.41935
BBFGCJEA_03399,ec_contig_17,putative oxidoreductase YghA,yghA,3.41344,2.62181
BBFGCJEA_03400,ec_contig_17,Biopolymer transport protein ExbD,exbD,193.022,23.8075
BBFGCJEA_03401,ec_contig_17,Biopolymer transport protein ExbB,exbB,366.397,62.1192
BBFGCJEA_03402,ec_contig_17,Cystathionine beta-lyase MetC,metC,69.5044,2.42565
BBFGCJEA_03403,ec_contig_17,Inner membrane protein YghB,yghB,25.3044,4.36617
BBFGCJEA_03404,ec_contig_17,HTH-type transcriptional regulator YqhC,yqhC,28.846,2.34635
BBFGCJEA_03405,ec_contig_17,NADPH-dependent aldehyde reductase YqhD,yqhD,79.4196,1.57542
BBFGCJEA_03406,ec_contig_17,Methylglyoxal reductase DkgA,dkgA,17.026,3.29948
BBFGCJEA_03407,ec_contig_17,hypothetical protein,,3.12632,0.645942
BBFGCJEA_03408,ec_contig_17,Major outer membrane lipoprotein Lpp 1,lpp1,7.23477,0.725277
BBFGCJEA_03409,ec_contig_17,hypothetical protein,,29.97,0.7586
BBFGCJEA_03410,ec_contig_17,Cell division protein FtsP,ftsP,23.6042,1.21834
BBFGCJEA_03411,ec_contig_17,1-acyl-sn-glycerol-3-phosphate acyltransferase,plsC,43.13,4.61465
BBFGCJEA_03412,ec_contig_17,DNA topoisomerase IV subunit A ParC,parC,48.7506,3.08141
BBFGCJEA_03413,ec_contig_17,putative deoxycholate-binding periplasmic protein YgiS,ygiS,2.91728,0.628393
BBFGCJEA_03414,ec_contig_17,Antitoxin MqsA,mqsA,26.9169,34.2111
BBFGCJEA_03415,ec_contig_17,mRNA interferase toxin MqsR,mqsR,67.9745,52.1672
BBFGCJEA_03416,ec_contig_17,putative HTH-type transcriptional regulator,,3.15265,0.852313
BBFGCJEA_03417,ec_contig_17,Protein YgiW,ygiW_2,44.1208,10.5702
BBFGCJEA_03418,ec_contig_17,Transcriptional regulatory protein QseB,qseB,7.47968,1.02066
BBFGCJEA_03419,ec_contig_17,Sensor protein QseC,qseC,5.54877,1.52469
BBFGCJEA_03420,ec_contig_17,NADPH:quinone oxidoreductase MdaB,mdaB,19.7494,8.9381
BBFGCJEA_03421,ec_contig_17,putative quinol monooxygenase YgiN,ygiN,159.758,32.1968
BBFGCJEA_03422,ec_contig_17,DNA topoisomerase IV subunit B ParE,parE,29.1789,2.66893
BBFGCJEA_03423,ec_contig_17,hypothetical protein,,94.1472,8.16647
BBFGCJEA_03424,ec_contig_17,3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA,cpdA,70.9218,7.59333
BBFGCJEA_03425,ec_contig_17,hypothetical protein,,67.8742,6.37009
BBFGCJEA_03426,ec_contig_17,ADP-ribose pyrophosphatase,nudF,38.4386,10.8115
BBFGCJEA_03427,ec_contig_17,Outer membrane protein TolC,tolC,108.631,12.7525
BBFGCJEA_03428,ec_contig_17,hypothetical protein,,62.8257,9.13331
BBFGCJEA_03429,ec_contig_17,Putative acid--amine ligase YgiC,ygiC,112.604,6.70478
BBFGCJEA_03430,ec_contig_17,4%2C5-DOPA dioxygenase extradiol,ygiD,9.17995,15.1348
BBFGCJEA_03431,ec_contig_17,Zinc transporter ZupT,zupT,21.863,6.76925
BBFGCJEA_03432,ec_contig_17,Protein YqiD,yqiD,29.5871,5.03367
BBFGCJEA_03433,ec_contig_17,3%2C4-dihydroxy-2-butanone 4-phosphate synthase,ribB,26.1749,4.23455
BBFGCJEA_03434,ec_contig_17,Ubiquinone biosynthesis accessory factor UbiK,ubiK,37.8108,17.4904
BBFGCJEA_03435,ec_contig_17,putative fimbrial-like protein YbgD,ybgD_2,1.86871,0.474583
BBFGCJEA_03436,ec_contig_17,hypothetical protein,,8.11961,1.94279
BBFGCJEA_03437,ec_contig_17,IS3 family transposase IS2,,5.71986,1.1566
BBFGCJEA_03438,ec_contig_17,Outer membrane usher protein PapC,papC_4,1.88235,0.743629
BBFGCJEA_03439,ec_contig_17,Chaperone protein PapD,papD_2,2.61975,0.199596
BBFGCJEA_03440,ec_contig_17,hypothetical protein,,3.36693,0.983925
BBFGCJEA_03441,ec_contig_17,Surface composition regulator,glgS,18.5728,63.4909
BBFGCJEA_03442,ec_contig_17,Inner membrane protein YqiJ,yqiJ,2.41703,0.712843
BBFGCJEA_03443,ec_contig_17,Flotillin family inner membrane protein YqiK,yqiK,1.32997,0.337764
BBFGCJEA_03444,ec_contig_17,Bifunctional protein HldE,hldE,31.7021,1.90514
BBFGCJEA_03445,ec_contig_17,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,glnE,14.169,1.50171
BBFGCJEA_03446,ec_contig_17,Inorganic triphosphatase,ygiF,12.2046,1.55216
BBFGCJEA_03447,ec_contig_17,hypothetical protein,,45.8377,3.79667
BBFGCJEA_03448,ec_contig_17,Multifunctional CCA protein,cca,42.0634,12.1425
BBFGCJEA_03449,ec_contig_17,Undecaprenyl-diphosphatase,uppP,18.3753,2.413
BBFGCJEA_03450,ec_contig_17,Dihydroneopterin aldolase,folB,15.375,0.608525
BBFGCJEA_03451,ec_contig_17,putative glycerol-3-phosphate acyltransferase,plsY,44.8282,2.60395
BBFGCJEA_03452,ec_contig_17,HTH-type transcriptional regulator DmlR,dmlR_2,5.58065,0.361006
BBFGCJEA_03453,ec_contig_17,L(+)-tartrate dehydratase subunit alpha,ttdA,0.619389,0.205177
BBFGCJEA_03455,ec_contig_17,L-tartrate/succinate antiporter,ttdT_2,2.01313,0.25563
BBFGCJEA_03456,ec_contig_17,tRNA N6-adenosine threonylcarbamoyltransferase,tsaD,57.4523,6.42192
BBFGCJEA_03457,ec_contig_17,Small ribosomal subunit protein bS21,rpsU,1424.03,45.221
BBFGCJEA_03458,ec_contig_17,DNA primase,dnaG,76.0295,7.28766
BBFGCJEA_03459,ec_contig_17,RNA polymerase sigma factor RpoD,rpoD,48.4003,9.58972
BBFGCJEA_03460,ec_contig_17,G/U mismatch-specific DNA glycosylase,mug,43.5494,10.9985
BBFGCJEA_03461,ec_contig_17,,,272.424,49.7349
BBFGCJEA_03462,ec_contig_17,NADPH-dependent ferric-chelate reductase,yqjH,30.3069,2.8374
BBFGCJEA_03463,ec_contig_17,Transcriptional regulator YqjI,yqjI,12.5162,2.21907
BBFGCJEA_03464,ec_contig_17,Aerotaxis receptor,aer,2.87423,0.24605
BBFGCJEA_03465,ec_contig_17,Putrescine aminotransferase,patA,38.0839,27.3089
BBFGCJEA_03466,ec_contig_17,tRNA-binding protein YgjH,ygjH,1.25382,0.337156
BBFGCJEA_03467,ec_contig_17,HTH-type transcriptional repressor MelR,melR_2,4.29303,0.26623
BBFGCJEA_03468,ec_contig_17,Evolved beta-galactosidase subunit alpha,ebgA,1.15138,0.181495
BBFGCJEA_03470,ec_contig_17,Inner membrane transporter YgjI,ygjI,0.411048,0.0521956
BBFGCJEA_03471,ec_contig_17,hypothetical protein,,0.573299,0.139773
BBFGCJEA_03472,ec_contig_17,Glucosidase YgjK,ygjK,0.950243,0.19094
BBFGCJEA_03473,ec_contig_17,2%2C4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing],fadH,3.47905,0.315113
BBFGCJEA_03474,ec_contig_17,Antitoxin HigA,higA,6.302,1.97442
BBFGCJEA_03475,ec_contig_17,mRNA interferase toxin HigB,higB,7.01718,1.30688
BBFGCJEA_03476,ec_contig_17,Ribosomal RNA large subunit methyltransferase G,rlmG,11.5132,0.757043
BBFGCJEA_03477,ec_contig_17,UTP pyrophosphatase,ygjP,7.16337,0.965309
BBFGCJEA_03478,ec_contig_17,hypothetical protein,,1.34673,0.16201
BBFGCJEA_03479,ec_contig_17,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,iolU,23.7639,5.76341
BBFGCJEA_03480,ec_contig_17,Putative membrane-bound redox modulator Alx,alx,11.3139,1.1235
BBFGCJEA_03481,ec_contig_17,Serine/threonine transporter SstT,sstT,35.627,0.751491
BBFGCJEA_03482,ec_contig_17,Inner membrane protein YgjV,ygjV,5.78409,1.69494
BBFGCJEA_03483,ec_contig_17,Altronate dehydratase,uxaA,5.80993,0.779672
BBFGCJEA_03484,ec_contig_17,Uronate isomerase,uxaC,2.57247,0.503228
BBFGCJEA_03485,ec_contig_17,Hexuronate transporter,exuT,4.51876,1.4405
BBFGCJEA_03486,ec_contig_17,Putative L-lactate dehydrogenase operon regulatory protein,lldR_2,38.5313,14.305
BBFGCJEA_03487,ec_contig_17,Inner membrane protein YqjA,yqjA,55.6771,6.09626
BBFGCJEA_03488,ec_contig_17,Modulator protein MzrA,mzrA,23.3449,4.38566
BBFGCJEA_03489,ec_contig_17,Protein YqjC,yqjC,95.5116,39.2498
BBFGCJEA_03490,ec_contig_17,putative protein YqjD,yqjD,218.312,29.3524
BBFGCJEA_03491,ec_contig_17,Inner membrane protein YqjE,yqjE,153.001,19.59
BBFGCJEA_03492,ec_contig_17,hypothetical protein,,194.516,25.5733
BBFGCJEA_03493,ec_contig_17,Inner membrane protein YqjF,yqjF,1.88142,4.18408
BBFGCJEA_03494,ec_contig_17,Glutathionyl-hydroquinone reductase YqjG,yqjG,8.3609,9.02429
BBFGCJEA_03495,ec_contig_17,Inner membrane protein YhaH,yhaH,9.79721,4.09008
BBFGCJEA_03496,ec_contig_17,Inner membrane protein YhaI,yhaI,2.75184,4.82218
BBFGCJEA_03497,ec_contig_17,HTH-type transcriptional regulator YhaJ,yhaJ_2,19.4126,1.75231
BBFGCJEA_03498,ec_contig_17,Pirin-like protein YhaK,yhaK,3.00879,39.9299
BBFGCJEA_03499,ec_contig_17,hypothetical protein,,84.993,34.9293
BBFGCJEA_03500,ec_contig_17,hypothetical protein,,2.54781,0.371103
BBFGCJEA_03501,ec_contig_17,putative serine transporter,dlsT,2.15731,0.365252
BBFGCJEA_03502,ec_contig_17,L-serine dehydratase TdcG,tdcG,31.5413,35.039
BBFGCJEA_03503,ec_contig_17,Putative reactive intermediate deaminase TdcF,tdcF,4.53418,0.575758
BBFGCJEA_03504,ec_contig_17,PFL-like enzyme TdcE,tdcE,1.75506,0.309831
BBFGCJEA_03505,ec_contig_17,Propionate kinase,tdcD,2.5393,0.154774
BBFGCJEA_03506,ec_contig_17,Threonine/serine transporter TdcC,tdcC,2.74734,0.449541
BBFGCJEA_03507,ec_contig_17,L-threonine dehydratase catabolic TdcB,tdcB,0.620206,0.113407
BBFGCJEA_03508,ec_contig_17,HTH-type transcriptional regulator TsaR,tsaR_2,0.758513,0.597832
BBFGCJEA_03509,ec_contig_17,hypothetical protein,,1.72831,1.45539
BBFGCJEA_03510,ec_contig_17,hypothetical protein,,1.013,0.346521
BBFGCJEA_03511,ec_contig_17,Glycerate 2-kinase,garK,2.55031,0.718442
BBFGCJEA_03512,ec_contig_17,2-hydroxy-3-oxopropionate reductase,garR,3.41802,0.630038
BBFGCJEA_03513,ec_contig_17,5-keto-4-deoxy-D-glucarate aldolase,garL,1.14678,0.291239
BBFGCJEA_03514,ec_contig_17,putative galactarate/D-glucarate transporter GarP,garP,0.183971,0.0840995
BBFGCJEA_03515,ec_contig_17,Galactarate dehydratase (L-threo-forming),garD,1.46861,0.166648
BBFGCJEA_03516,ec_contig_17,Antitoxin PrlF,prlF,33.0392,18.6008
BBFGCJEA_03517,ec_contig_17,Ribonuclease toxin YhaV,yhaV,23.2397,5.87521
BBFGCJEA_03518,ec_contig_17,Glucitol operon repressor,srlR_4,91.3577,17.1412
BBFGCJEA_03519,ec_contig_17,D-tagatose-1%2C6-bisphosphate aldolase subunit KbaZ,kbaZ,1.38043,0.292149
BBFGCJEA_03520,ec_contig_17,PTS system fructose-specific EIIB component,levE,1.29537,0.552679
BBFGCJEA_03521,ec_contig_17,N-acetylgalactosamine permease IIC component 1,agaC_1,1.46628,0.744762
BBFGCJEA_03522,ec_contig_17,N-acetylgalactosamine-6-phosphate deacetylase,agaA,4.73968,1.9697
BBFGCJEA_03523,ec_contig_17,Putative D-galactosamine-6-phosphate deaminase AgaS,agaS,0.850568,0.16201
BBFGCJEA_03524,ec_contig_17,D-tagatose-1%2C6-bisphosphate aldolase subunit KbaY,kbaY,0.713128,0.130398
BBFGCJEA_03526,ec_contig_17,N-acetylgalactosamine permease IIC component 1,agaC_2,0.885876,0.325833
BBFGCJEA_03527,ec_contig_17,PTS system mannose-specific EIID component,manZ_2,2.13971,0.567034
BBFGCJEA_03528,ec_contig_17,Glucosamine-6-phosphate deaminase 1,nagB_2,1.04958,0.373177
BBFGCJEA_03529,ec_contig_17,putative fimbrial-like protein YraH,yraH,3.52658,1.47138
BBFGCJEA_03530,ec_contig_17,putative fimbrial chaperone YraI,yraI,6.63406,1.50557
BBFGCJEA_03531,ec_contig_17,Outer membrane usher protein YraJ,yraJ_1,14.6658,3.06293
BBFGCJEA_03532,ec_contig_17,putative fimbrial-like protein YraK,yraK,3.7335,0.51407
BBFGCJEA_03533,ec_contig_17,Ribosomal RNA small subunit methyltransferase I,rsmI,17.5144,1.78211
BBFGCJEA_03534,ec_contig_17,Penicillin-binding protein activator LpoA,lpoA,36.5086,5.56679
BBFGCJEA_03535,ec_contig_17,hypothetical protein,,69.1529,6.23738
BBFGCJEA_03536,ec_contig_17,DnaA initiator-associating protein DiaA,diaA,92.007,6.45901
BBFGCJEA_03537,ec_contig_17,Outer membrane lipoprotein DolP,dolP,58.0745,3.31361
BBFGCJEA_03538,ec_contig_17,hypothetical protein,,4.17593,1.25826
BBFGCJEA_03539,ec_contig_17,hypothetical protein,,14.8674,12.1217
BBFGCJEA_03540,ec_contig_17,Protein/nucleic acid deglycase 2,yhbO,5.53668,2.88434
BBFGCJEA_03541,ec_contig_17,hypothetical protein,,9.79087,1.85436
BBFGCJEA_03542,ec_contig_17,hypothetical protein,,21.7232,3.58186
BBFGCJEA_03543,ec_contig_17,hypothetical protein,,35.1346,5.79185
BBFGCJEA_03544,ec_contig_17,Ubiquinone biosynthesis accessory factor UbiT,ubiT,28.6769,5.9166
BBFGCJEA_03545,ec_contig_17,Ubiquinone biosynthesis protein UbiU,ubiU,1.99736,0.225447
BBFGCJEA_03546,ec_contig_17,Ubiquinone biosynthesis protein UbiV,ubiV,1.73234,0.255456
BBFGCJEA_03547,ec_contig_17,N-acetyl-S-alkylcysteine monooxygenase,cmoO,9.35624,1.59647
BBFGCJEA_03548,ec_contig_17,Tryptophan-specific transport protein,mtr,15.9789,1.8637
BBFGCJEA_03549,ec_contig_17,ATP-dependent RNA helicase DeaD,deaD,83.5824,23.5436
BBFGCJEA_03550,ec_contig_17,Lipoprotein NlpI,nlpI,402.897,52.9437
BBFGCJEA_03551,ec_contig_17,Polyribonucleotide nucleotidyltransferase,pnp,192.698,16.8725
BBFGCJEA_03552,ec_contig_17,Small ribosomal subunit protein uS15,rpsO,519.492,24.3951
BBFGCJEA_03553,ec_contig_17,tRNA pseudouridine synthase B,truB,41.8952,2.09893
BBFGCJEA_03554,ec_contig_17,30S ribosome-binding factor,rbfA,119.99,8.65785
BBFGCJEA_03555,ec_contig_17,Translation initiation factor IF-2,infB,127.643,8.2185
BBFGCJEA_03556,ec_contig_17,Transcription termination/antitermination protein NusA,nusA,96.3589,8.02308
BBFGCJEA_03557,ec_contig_17,Ribosome maturation factor RimP,rimP,92.6562,7.43529
BBFGCJEA_03558,ec_contig_17,,,1586.52,1281.66
BBFGCJEA_03559,ec_contig_17,Argininosuccinate synthase,argG,149.206,2.95162
BBFGCJEA_03560,ec_contig_17,Putative transferase YhbX,yhbX,4.28751,0.838225
BBFGCJEA_03561,ec_contig_17,,,682.885,5527.18
BBFGCJEA_03562,ec_contig_17,Protein-export membrane protein SecG,secG,892.425,37.649
BBFGCJEA_03563,ec_contig_17,Phosphoglucosamine mutase,glmM,101.636,5.98565
BBFGCJEA_03564,ec_contig_17,Dihydropteroate synthase,folP,73.3043,4.2758
BBFGCJEA_03565,ec_contig_17,ATP-dependent zinc metalloprotease FtsH,ftsH,110.078,17.2105
BBFGCJEA_03566,ec_contig_17,Ribosomal RNA large subunit methyltransferase E,rlmE,162.019,41.4043
BBFGCJEA_03567,ec_contig_17,RNA-binding protein YhbY,yhbY,283.026,23.422
BBFGCJEA_03568,ec_contig_17,Transcription elongation factor GreA,greA,146.846,16.2407
BBFGCJEA_03569,ec_contig_17,D-alanyl-D-alanine carboxypeptidase DacB,dacB,16.0138,1.09611
BBFGCJEA_03570,ec_contig_17,GTPase ObgE/CgtA,obgE,31.6371,5.55143
BBFGCJEA_03571,ec_contig_17,putative inner membrane transporter YhbE,yhbE,65.3666,13.2496
BBFGCJEA_03572,ec_contig_17,Large ribosomal subunit protein bL27,rpmA,1205.92,55.4111
BBFGCJEA_03573,ec_contig_17,Large ribosomal subunit protein bL21,rplU,810.091,26.0291
BBFGCJEA_03574,ec_contig_17,Octaprenyl diphosphate synthase,ispB,46.922,4.81279
BBFGCJEA_03575,ec_contig_17,hypothetical protein,,20.7749,2.01206
BBFGCJEA_03576,ec_contig_17,UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA,murA,129.954,4.06915
BBFGCJEA_03577,ec_contig_17,Acid stress protein IbaG,ibaG,144.086,15.6628
BBFGCJEA_03578,ec_contig_17,Intermembrane phospholipid transport system binding protein MlaB,mlaB,57.7247,14.5115
BBFGCJEA_03579,ec_contig_17,Intermembrane phospholipid transport system binding protein MlaC,mlaC,36.8016,8.1792
BBFGCJEA_03580,ec_contig_17,Intermembrane phospholipid transport system binding protein MlaD,mlaD,23.2253,4.67803
BBFGCJEA_03581,ec_contig_17,Intermembrane phospholipid transport system permease protein MlaE,mlaE,32.2136,1.72066
BBFGCJEA_03582,ec_contig_17,Intermembrane phospholipid transport system ATP-binding protein MlaF,mlaF,60.612,4.71269
BBFGCJEA_03583,ec_contig_17,Inner membrane protein YrbG,yrbG,27.5988,2.3725
BBFGCJEA_03584,ec_contig_17,Arabinose 5-phosphate isomerase KdsD,kdsD,39.9631,3.79172
BBFGCJEA_03585,ec_contig_17,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,kdsC,88.6244,9.57058
BBFGCJEA_03586,ec_contig_17,Lipopolysaccharide export system protein LptC,lptC,50.1863,10.1357
BBFGCJEA_03587,ec_contig_17,Lipopolysaccharide export system protein LptA,lptA,69.9832,9.05426
BBFGCJEA_03588,ec_contig_17,Lipopolysaccharide export system ATP-binding protein LptB,lptB_1,44.621,5.25796
BBFGCJEA_03589,ec_contig_17,RNA polymerase sigma-54 factor,rpoN,42.0811,7.43788
BBFGCJEA_03590,ec_contig_17,Ribosome hibernation promoting factor,hpf,56.9659,8.18656
BBFGCJEA_03591,ec_contig_17,Nitrogen regulatory protein,ptsN,60.8512,8.51935
BBFGCJEA_03592,ec_contig_17,RNase adapter protein RapZ,rapZ,34.4704,3.06398
BBFGCJEA_03593,ec_contig_17,Phosphocarrier protein NPr,ptsO,106.877,16.039
BBFGCJEA_03594,ec_contig_17,putative protein YrbL,yrbL,349.895,63.438
BBFGCJEA_03595,ec_contig_17,Biosynthetic peptidoglycan transglycosylase,mtgA,58.3851,12.7314
BBFGCJEA_03596,ec_contig_17,Glyoxalase ElbB,elbB,33.6481,2.28895
BBFGCJEA_03597,ec_contig_17,Aerobic respiration control sensor protein ArcB,arcB,15.0808,1.69746
BBFGCJEA_03598,ec_contig_17,hypothetical protein,,1.53171,0.281688
BBFGCJEA_03599,ec_contig_17,Glutamate synthase [NADPH] large chain,gltB,277.857,11.7434
BBFGCJEA_03600,ec_contig_17,Glutamate synthase [NADPH] small chain,gltD,482.324,21.1517
BBFGCJEA_03601,ec_contig_17,Protein GltF,gltF_1,14.5756,0.978412
BBFGCJEA_03602,ec_contig_17,hypothetical protein,,1.01879,0.110887
BBFGCJEA_03603,ec_contig_17,Outer membrane usher protein YraJ,yraJ_2,7.91863,1.91678
BBFGCJEA_03604,ec_contig_17,hypothetical protein,,5.5772,0.389836
BBFGCJEA_03605,ec_contig_17,IS5 family transposase IS5,,20.4793,3.47157
BBFGCJEA_03606,ec_contig_17,hypothetical protein,,17.1721,2.89049
BBFGCJEA_03607,ec_contig_17,Protein GltF,gltF_2,15.2773,4.69761
BBFGCJEA_03608,ec_contig_17,Putative nuclease YhcG,yhcG,4.48527,1.72523
BBFGCJEA_03609,ec_contig_17,N-acetylneuraminate anomerase NanQ,nanQ_2,6.28528,4.50701
BBFGCJEA_03610,ec_contig_17,N-acetylmannosamine kinase,nanK,4.62605,2.09337
BBFGCJEA_03611,ec_contig_17,Putative N-acetylmannosamine-6-phosphate 2-epimerase,nanE,3.38147,0.813571
BBFGCJEA_03612,ec_contig_17,Sialic acid transporter NanT,nanT,2.05903,0.577303
BBFGCJEA_03613,ec_contig_17,N-acetylneuraminate lyase,nanA,5.76916,8.49791
BBFGCJEA_03614,ec_contig_17,HTH-type transcriptional repressor NanR,nanR,16.7145,3.26045
BBFGCJEA_03615,ec_contig_17,Putative cryptic C4-dicarboxylate transporter DcuD,dcuD,2.26212,0.109428
BBFGCJEA_03616,ec_contig_17,Stringent starvation protein B,sspB,90.8922,2.10418
BBFGCJEA_03617,ec_contig_17,Stringent starvation protein A,sspA,115.46,4.27539
BBFGCJEA_03618,ec_contig_17,Small ribosomal subunit protein uS9,rpsI,655.624,8.18954
BBFGCJEA_03619,ec_contig_17,Large ribosomal subunit protein uL13,rplM,815.236,10.6428
BBFGCJEA_03620,ec_contig_17,Cell division protein ZapE,zapE,35.5556,2.15654
BBFGCJEA_03621,ec_contig_17,Z-ring associated protein G,zapG,115.66,20.3536
BBFGCJEA_03622,ec_contig_17,Periplasmic pH-dependent serine endoprotease DegQ,degQ,14.7756,2.59891
BBFGCJEA_03623,ec_contig_17,Serine endoprotease DegS,degS,35.3224,2.94348
BBFGCJEA_03624,ec_contig_17,Malate dehydrogenase,mdh,892.561,23.714
BBFGCJEA_03625,ec_contig_17,Arginine repressor,argR,143.763,31.7034
BBFGCJEA_03626,ec_contig_17,hypothetical protein,,10.7916,13.6088
BBFGCJEA_03627,ec_contig_17,putative protein YhcO,yhcO,25.3698,28.3766
