gene_id,Chr,Reads,TPM,Name,Product
KHPLLONG_02979,cn_contig_1,290,92.4992,,
KHPLLONG_03309,cn_contig_1,2,0.637926,,
KHPLLONG_03310,cn_contig_1,284,91.7774,,
KHPLLONG_03311,cn_contig_1,11552,3733.14,,
KHPLLONG_03312,cn_contig_1,6,1.91378,,
KHPLLONG_03313,cn_contig_1,284,91.7774,,
KHPLLONG_03314,cn_contig_1,10483,3387.68,,
KHPLLONG_03449,cn_contig_1,1,0.32316,,
KHPLLONG_03450,cn_contig_1,1,0.32316,,
KHPLLONG_03463,cn_contig_1,1,0.0136902,lepA,Elongation factor 4
KHPLLONG_04158,cn_contig_1,1,0.318963,,
KHPLLONG_04209,cn_contig_1,5,0.202641,,hypothetical protein
KHPLLONG_04404,cn_contig_1,1,0.00578158,rpoC,DNA-directed RNA polymerase subunit beta'
KHPLLONG_04405,cn_contig_1,1,0.00598007,rpoB,DNA-directed RNA polymerase subunit beta RpoB
KHPLLONG_04417,cn_contig_1,4,0.162113,,hypothetical protein
KHPLLONG_05997,cn_contig_1,285,90.9044,,
KHPLLONG_06064,cn_contig_1,2,0.646319,,
KHPLLONG_06157,cn_contig_1,7,2.23274,,
KHPLLONG_06319,cn_contig_1,4,0.162113,,hypothetical protein
KHPLLONG_00003,cn_contig_2,4,0.162113,,hypothetical protein
KHPLLONG_01980,cn_contig_2,3,0.121585,,hypothetical protein
KHPLLONG_02404,cn_contig_2,1,0.00947536,acnB,Aconitate hydratase B
BBFGCJEA_00120,ec_contig_4,7135,386.836,tabA,Toxin-antitoxin biofilm protein TabA
BBFGCJEA_00121,ec_contig_4,231,9.55116,bdcR,HTH-type transcriptional repressor BdcR
BBFGCJEA_00122,ec_contig_4,111,3.81817,bdcA,Cyclic-di-GMP-binding biofilm dispersal mediator protein
BBFGCJEA_00123,ec_contig_4,60,3.72123,yjgH,RutC family protein YjgH
BBFGCJEA_00124,ec_contig_4,11202,293.934,pyrB,Aspartate carbamoyltransferase catalytic subunit
BBFGCJEA_00125,ec_contig_4,7897,419.808,pyrI,Aspartate carbamoyltransferase regulatory chain
BBFGCJEA_00126,ec_contig_4,5695,361.421,ridA_1,2-iminobutanoate/2-iminopropanoate deaminase
BBFGCJEA_00127,ec_contig_4,9725,88.5604,mgtA,Magnesium-transporting ATPase%2C P-type 1
BBFGCJEA_00128,ec_contig_4,360,9.32663,treR,HTH-type transcriptional regulator TreR
BBFGCJEA_00129,ec_contig_4,345,5.95868,treB,PTS system trehalose-specific EIIBC component
BBFGCJEA_00130,ec_contig_4,250,3.70775,treC,Trehalose-6-phosphate hydrolase
BBFGCJEA_00131,ec_contig_4,432,4.96025,nrdD,Anaerobic ribonucleoside-triphosphate reductase
BBFGCJEA_00132,ec_contig_4,58,3.06342,nrdG,Anaerobic ribonucleoside-triphosphate reductase-activating protein
BBFGCJEA_00133,ec_contig_4,155,12.5638,cybC,Soluble cytochrome b562
BBFGCJEA_00134,ec_contig_4,1369,24.8506,pmbA,Metalloprotease PmbA
BBFGCJEA_00135,ec_contig_4,2037,90.6323,darP,Dual-action ribosomal maturation protein DarP
BBFGCJEA_00136,ec_contig_4,1916,34.2483,mpl,UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2%2C6-diaminoheptandioate ligase
BBFGCJEA_00137,ec_contig_4,2617,64.3382,fbp,Fructose-1%2C6-bisphosphatase class 1
BBFGCJEA_00138,ec_contig_4,82,2.02202,yjfF,Inner membrane ABC transporter permease protein YjfF
BBFGCJEA_00139,ec_contig_4,39,0.93631,ytfT,Galactofuranose transporter permease protein YtfT
BBFGCJEA_00140,ec_contig_4,75,1.22556,ytfR,Galactofuranose transporter ATP-binding protein YtfR
BBFGCJEA_00141,ec_contig_4,74,1.89911,ytfQ,Galactofuranose-binding protein YtfQ
BBFGCJEA_00142,ec_contig_4,15446,714.418,ppa,Inorganic pyrophosphatase
BBFGCJEA_00143,ec_contig_4,357,27.8348,chpB,Endoribonuclease toxin ChpB
BBFGCJEA_00144,ec_contig_4,83,8.08925,chpS,Antitoxin ChpS
BBFGCJEA_00145,ec_contig_4,1264,90.772,ytfP,Gamma-glutamylcyclotransferase family protein YtfP
BBFGCJEA_00146,ec_contig_4,4690,30.4728,tamB,Translocation and assembly module subunit TamB
BBFGCJEA_00147,ec_contig_4,968,13.7106,tamA,Translocation and assembly module subunit TamA
BBFGCJEA_00148,ec_contig_4,1259,48.39,msrA,Peptide methionine sulfoxide reductase MsrA
BBFGCJEA_00149,ec_contig_4,839,15.3318,paeA,Polyamine export protein
BBFGCJEA_00150,ec_contig_4,5098,604.868,,hypothetical protein
BBFGCJEA_00151,ec_contig_4,135,5.97409,ytfJ,putative protein YtfJ
BBFGCJEA_00152,ec_contig_4,46,1.20316,,hypothetical protein
BBFGCJEA_00153,ec_contig_4,757,25.0905,cysQ,3'(2')%2C5'-bisphosphate nucleotidase CysQ
BBFGCJEA_00154,ec_contig_4,548,6.92333,cpdB,2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
BBFGCJEA_00155,ec_contig_4,105,6.76854,,hypothetical protein
BBFGCJEA_00156,ec_contig_4,125,3.56564,qorB,Quinone oxidoreductase 2
BBFGCJEA_00157,ec_contig_4,367,9.33082,ytfF,Inner membrane protein YtfF
BBFGCJEA_00158,ec_contig_4,131,4.85276,ytfE,Iron-sulfur cluster repair protein YtfE
BBFGCJEA_00159,ec_contig_4,2036,35.3888,cycA,D-serine/D-alanine/glycine transporter
BBFGCJEA_00160,ec_contig_4,2732,108.049,fklB,FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
BBFGCJEA_00161,ec_contig_4,546,20.9857,,hypothetical protein
BBFGCJEA_00162,ec_contig_4,151,11.3412,,hypothetical protein
BBFGCJEA_00163,ec_contig_4,133,4.1088,,hypothetical protein
BBFGCJEA_00164,ec_contig_4,18759,1023.83,rplI,Large ribosomal subunit protein bL9
BBFGCJEA_00165,ec_contig_4,5938,639.641,rpsR,Small ribosomal subunit protein bS18
BBFGCJEA_00166,ec_contig_4,12117,944.747,priB,Replication restart protein PriB
BBFGCJEA_00167,ec_contig_4,20823,1291.45,rpsF,Small ribosomal subunit protein bS6
BBFGCJEA_00168,ec_contig_4,147,13.0809,,hypothetical protein
BBFGCJEA_00169,ec_contig_4,26,0.929496,ulaF,L-ribulose-5-phosphate 4-epimerase UlaF
BBFGCJEA_00170,ec_contig_4,59,1.69479,ulaE_2,L-ribulose-5-phosphate 3-epimerase UlaE
BBFGCJEA_00171,ec_contig_4,57,2.15043,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD
BBFGCJEA_00172,ec_contig_4,39,2.05988,ulaC,Ascorbate-specific PTS system EIIA component
BBFGCJEA_00173,ec_contig_4,8,0.642095,ulaB,Ascorbate-specific PTS system EIIB component
BBFGCJEA_00174,ec_contig_4,64,1.12436,ulaA,Ascorbate-specific PTS system EIIC component
BBFGCJEA_00175,ec_contig_4,73,1.68346,ulaG,putative L-ascorbate-6-phosphate lactonase UlaG
BBFGCJEA_00176,ec_contig_4,312,10.1359,ulaR,HTH-type transcriptional regulator UlaR
BBFGCJEA_00177,ec_contig_4,226,7.40079,,hypothetical protein
BBFGCJEA_00178,ec_contig_4,588,43.7617,bsmA,Lipoprotein BsmA
BBFGCJEA_00179,ec_contig_4,60,5.33916,,hypothetical protein
BBFGCJEA_00180,ec_contig_4,381,5.75487,aidB,Putative acyl-CoA dehydrogenase AidB
BBFGCJEA_00181,ec_contig_4,71,1.49808,yjfC,Putative acid--amine ligase YjfC
BBFGCJEA_00182,ec_contig_4,31,1.19149,,hypothetical protein
BBFGCJEA_00183,ec_contig_4,29,1.78507,,hypothetical protein
BBFGCJEA_00184,ec_contig_4,30,1.11637,,hypothetical protein
BBFGCJEA_00185,ec_contig_4,30,1.05408,,hypothetical protein
BBFGCJEA_00186,ec_contig_4,24,1.46628,,hypothetical protein
BBFGCJEA_00187,ec_contig_4,1091,36.6053,rlmB,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
BBFGCJEA_00188,ec_contig_4,3688,37.0916,rnr,Ribonuclease R
BBFGCJEA_00189,ec_contig_4,1654,95.3579,nsrR,HTH-type transcriptional repressor NsrR
BBFGCJEA_00190,ec_contig_4,15806,298.843,purA,Adenylosuccinate synthetase
BBFGCJEA_00191,ec_contig_4,43,5.33377,,hypothetical protein
BBFGCJEA_00192,ec_contig_4,5289,129.252,hflC,Modulator of FtsH protease HflC
BBFGCJEA_00193,ec_contig_4,6018,117.304,hflK,Modulator of FtsH protease HflK
BBFGCJEA_00194,ec_contig_4,7063,135.416,hflX,GTPase HflX
BBFGCJEA_00195,ec_contig_4,4902,389.624,hfq,RNA-binding protein Hfq
BBFGCJEA_00196,ec_contig_4,7380,190.593,miaA,tRNA dimethylallyltransferase
BBFGCJEA_00197,ec_contig_4,3824,50.8214,mutL,DNA mismatch repair protein MutL
BBFGCJEA_00198,ec_contig_4,1607,29.4979,amiB,N-acetylmuramoyl-L-alanine amidase AmiB
BBFGCJEA_00199,ec_contig_4,244,12.9712,tsaE,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
BBFGCJEA_00200,ec_contig_4,1482,23.7431,nnr,Bifunctional NAD(P)H-hydrate repair enzyme Nnr
BBFGCJEA_00201,ec_contig_4,1197,25.7881,queG,Epoxyqueuosine reductase
BBFGCJEA_00202,ec_contig_4,11167,3608.72,,
BBFGCJEA_00203,ec_contig_4,12796,4135.15,,
BBFGCJEA_00204,ec_contig_4,13595,4393.36,,
BBFGCJEA_00205,ec_contig_4,842,37.8748,orn,Oligoribonuclease
BBFGCJEA_00206,ec_contig_4,1995,46.5313,rsgA,Small ribosomal subunit biogenesis GTPase RsgA
BBFGCJEA_00207,ec_contig_4,974,24.6869,psd,Phosphatidylserine decarboxylase proenzyme
BBFGCJEA_00208,ec_contig_4,1933,14.2824,mscM,Miniconductance mechanosensitive channel MscM
BBFGCJEA_00209,ec_contig_4,166,13.4554,yjeO,Inner membrane protein YjeO
BBFGCJEA_00210,ec_contig_4,48,3.7425,,hypothetical protein
BBFGCJEA_00211,ec_contig_4,195,3.28479,yjeM,Inner membrane transporter YjeM
BBFGCJEA_00212,ec_contig_4,1392,34.9568,epmA,Elongation factor P--(R)-beta-lysine ligase
BBFGCJEA_00213,ec_contig_4,411,5.58,frdA,Fumarate reductase flavoprotein subunit
BBFGCJEA_00214,ec_contig_4,503,16.8078,frdB,Fumarate reductase iron-sulfur subunit
BBFGCJEA_00215,ec_contig_4,308,19.1023,frdC,Fumarate reductase subunit C
BBFGCJEA_00216,ec_contig_4,362,24.6966,frdD,Fumarate reductase subunit D
BBFGCJEA_00217,ec_contig_4,251,5.43615,ampC,Beta-lactamase
BBFGCJEA_00218,ec_contig_4,475,21.8466,blc,Outer membrane lipoprotein Blc
BBFGCJEA_00219,ec_contig_4,519,40.084,gdx,Guanidinium exporter
BBFGCJEA_00220,ec_contig_4,7491,1251.56,,hypothetical protein
BBFGCJEA_00221,ec_contig_4,84,16.3734,,hypothetical protein
BBFGCJEA_00222,ec_contig_4,11661,505.107,efp,Elongation factor P
BBFGCJEA_00223,ec_contig_4,1356,32.365,epmB,L-lysine 2%2C3-aminomutase
BBFGCJEA_00224,ec_contig_4,699,19.7328,,hypothetical protein
BBFGCJEA_00225,ec_contig_4,1420,98.5181,,hypothetical protein
BBFGCJEA_00226,ec_contig_4,15739,234.701,groEL,Chaperonin GroEL
BBFGCJEA_00227,ec_contig_4,2404,200.825,groES,Co-chaperonin GroES
BBFGCJEA_00228,ec_contig_4,1618,31.6136,yjeH,L-methionine/branched-chain amino acid exporter YjeH
BBFGCJEA_00229,ec_contig_4,524,26.9801,,hypothetical protein
BBFGCJEA_00230,ec_contig_4,13220,225.946,aspA,Aspartate ammonia-lyase
BBFGCJEA_00231,ec_contig_4,1622,30.5964,dcuA,C4-dicarboxylate transporter DcuA
BBFGCJEA_00232,ec_contig_4,113,8.18671,cutA,Divalent-cation tolerance protein CutA
BBFGCJEA_00233,ec_contig_4,1142,16.5181,dsbD,Thiol:disulfide interchange protein DsbD
BBFGCJEA_00234,ec_contig_4,386,16.4587,,hypothetical protein
BBFGCJEA_00235,ec_contig_4,13200,4265.71,,
BBFGCJEA_00236,ec_contig_4,257,4.10134,cadC,Transcriptional activator CadC
BBFGCJEA_00237,ec_contig_4,18,0.331148,cadB,Cadaverine/lysine antiporter
BBFGCJEA_00238,ec_contig_4,146,1.66936,cadA,Inducible lysine decarboxylase
BBFGCJEA_00239,ec_contig_4,237,3.99229,dtpC,Dipeptide and tripeptide permease C
BBFGCJEA_00240,ec_contig_4,841,13.6068,lysU,Lysine--tRNA ligase%2C heat inducible
BBFGCJEA_00241,ec_contig_4,8,1.1292,ghoT,Toxin GhoT
BBFGCJEA_00242,ec_contig_4,13,1.07502,ghoS,Endoribonuclease antitoxin GhoS
BBFGCJEA_00243,ec_contig_4,511,45.9715,yjdJ,putative protein YjdJ
BBFGCJEA_00244,ec_contig_4,21,2.23274,,hypothetical protein
BBFGCJEA_00245,ec_contig_4,1247,18.7662,dcuS,Sensor histidine kinase DcuS
BBFGCJEA_00246,ec_contig_4,332,11.325,dcuR,Transcriptional regulatory protein DcuR
BBFGCJEA_00247,ec_contig_4,51,0.934054,dcuB,Anaerobic C4-dicarboxylate transporter DcuB
BBFGCJEA_00248,ec_contig_4,103,1.53594,fumB,Fumarate hydratase class I%2C anaerobic
BBFGCJEA_00249,ec_contig_4,96,3.7425,yjdF,Inner membrane protein YjdF
BBFGCJEA_00250,ec_contig_4,224,3.90175,melB,Melibiose permease
BBFGCJEA_00251,ec_contig_4,108,1.95612,melA,Alpha-galactosidase
BBFGCJEA_00252,ec_contig_4,231,6.24136,melR_1,Melibiose operon regulatory protein
BBFGCJEA_00253,ec_contig_4,134,1.44917,adiA,Biodegradative arginine decarboxylase
BBFGCJEA_00254,ec_contig_4,8,0.257849,adiY_1,HTH-type transcriptional regulator AdiY
BBFGCJEA_00255,ec_contig_4,59,1.083,adiC,Arginine/agmatine antiporter
BBFGCJEA_00256,ec_contig_4,147,2.19607,eptA,Phosphoethanolamine transferase EptA
BBFGCJEA_00257,ec_contig_4,109,4.00158,basR,Transcriptional regulatory protein BasR
BBFGCJEA_00258,ec_contig_4,245,5.46524,basS,Sensor protein BasS
BBFGCJEA_00259,ec_contig_4,292,79.684,,hypothetical protein
BBFGCJEA_00260,ec_contig_4,5162,84.3509,proP,Proline/betaine transporter
BBFGCJEA_00261,ec_contig_4,54,1.50881,,hypothetical protein
BBFGCJEA_00262,ec_contig_4,139,1.53157,crfC,Clamp-binding protein CrfC
BBFGCJEA_00263,ec_contig_4,263,19.2242,,hypothetical protein
BBFGCJEA_00264,ec_contig_4,71,3.92741,,hypothetical protein
BBFGCJEA_00265,ec_contig_4,17,0.529179,phnC,Phosphate-import ATP-binding protein PhnC
BBFGCJEA_00266,ec_contig_4,15,0.362244,,hypothetical protein
BBFGCJEA_00267,ec_contig_4,14,0.931821,phnE,Phosphate-import permease protein PhnE
BBFGCJEA_00268,ec_contig_4,8,0.270635,phnF,putative transcriptional regulator PhnF
BBFGCJEA_00269,ec_contig_4,16,0.867466,phnG,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
BBFGCJEA_00270,ec_contig_4,23,0.965612,phnH,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
BBFGCJEA_00271,ec_contig_4,6,0.138367,phnI,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
BBFGCJEA_00272,ec_contig_4,23,0.667711,phnJ,Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
BBFGCJEA_00273,ec_contig_4,15,0.485378,phnK,Putative phosphonates utilization ATP-binding protein PhnK
BBFGCJEA_00274,ec_contig_4,128,4.6163,phnL,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
BBFGCJEA_00275,ec_contig_4,41,0.885634,phnM,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
BBFGCJEA_00276,ec_contig_4,74,3.25708,phnN,Ribose 1%2C5-bisphosphate phosphokinase PhnN
BBFGCJEA_00277,ec_contig_4,128,7.22689,phnO,Aminoalkylphosphonate N-acetyltransferase
BBFGCJEA_00278,ec_contig_4,173,5.59803,phnP,Phosphoribosyl 1%2C2-cyclic phosphate phosphodiesterase
BBFGCJEA_00279,ec_contig_4,129,9.60078,,hypothetical protein
BBFGCJEA_00280,ec_contig_4,37,2.01939,rpiB,Ribose-5-phosphate isomerase B
BBFGCJEA_00281,ec_contig_4,718,19.7914,rpiR,HTH-type transcriptional regulator RpiR
BBFGCJEA_00282,ec_contig_4,58,1.52189,alsB,D-allose-binding periplasmic protein
BBFGCJEA_00283,ec_contig_4,119,1.90649,rbsA_1,Ribose import ATP-binding protein RbsA
BBFGCJEA_00284,ec_contig_4,64,1.60229,alsC,D-allose transport system permease protein AlsC
BBFGCJEA_00285,ec_contig_4,71,2.50542,alsE,D-allulose-6-phosphate 3-epimerase
BBFGCJEA_00286,ec_contig_4,80,2.1127,alsK,D-allose kinase
BBFGCJEA_00287,ec_contig_4,52,0.643065,yjcS,Linear primary-alkylsulfatase
BBFGCJEA_00288,ec_contig_4,5,0.44493,,hypothetical protein
BBFGCJEA_00289,ec_contig_4,36,0.856749,mdtN,Multidrug resistance protein MdtN
BBFGCJEA_00290,ec_contig_4,70,0.837821,mdtO,Multidrug resistance protein MdtO
BBFGCJEA_00291,ec_contig_4,64,1.07147,cusC_1,Cation efflux system protein CusC
BBFGCJEA_00292,ec_contig_4,56,3.27469,fdhF_1,Formate dehydrogenase H
BBFGCJEA_00293,ec_contig_4,483,7.06104,fdhF_2,Formate dehydrogenase H
BBFGCJEA_00294,ec_contig_4,858,30.54,,hypothetical protein
BBFGCJEA_00295,ec_contig_4,1083,20.2425,gltP,Proton/glutamate-aspartate symporter
BBFGCJEA_00296,ec_contig_4,51,2.0981,nrfG,Formate-dependent nitrite reductase complex subunit NrfG
BBFGCJEA_00297,ec_contig_4,12,0.767504,ccmH_1,Cytochrome c-type biogenesis protein CcmH
BBFGCJEA_00298,ec_contig_4,87,1.31653,ccmF_1,Cytochrome c-type biogenesis protein CcmF
BBFGCJEA_00299,ec_contig_4,12,0.307964,,hypothetical protein
BBFGCJEA_00300,ec_contig_4,32,1.16953,ydhX_1,putative ferredoxin-like protein YdhX
BBFGCJEA_00301,ec_contig_4,46,1.99253,nrfB,Cytochrome c-type protein NrfB
BBFGCJEA_00302,ec_contig_4,103,1.7604,nrfA,Cytochrome c-552
BBFGCJEA_00303,ec_contig_4,1699,21.3005,acs_1,Acetyl-coenzyme A synthetase
BBFGCJEA_00304,ec_contig_4,86,6.70531,yjcH,Inner membrane protein YjcH
BBFGCJEA_00305,ec_contig_4,215,3.20026,actP,Cation/acetate symporter ActP
BBFGCJEA_00306,ec_contig_4,132,2.5073,,hypothetical protein
BBFGCJEA_00307,ec_contig_4,809,12.0419,nhaK,Sodium%2C potassium%2C lithium and rubidium/H(+) antiporter
BBFGCJEA_00308,ec_contig_4,3073,55.9062,ghxP,Guanine/hypoxanthine permease GhxP
BBFGCJEA_00309,ec_contig_4,145,7.65854,soxR,Redox-sensitive transcriptional activator SoxR
BBFGCJEA_00310,ec_contig_4,472,35.779,soxS,Regulatory protein SoxS
BBFGCJEA_00311,ec_contig_4,227,3.51301,pdeC,putative cyclic di-GMP phosphodiesterase PdeC
BBFGCJEA_00312,ec_contig_4,72,6.27067,,hypothetical protein
BBFGCJEA_00313,ec_contig_4,2086,95.4049,ssb,Single-stranded DNA-binding protein
BBFGCJEA_00314,ec_contig_4,1532,13.3284,uvrA,UvrABC system protein A
BBFGCJEA_00315,ec_contig_4,564,38.8009,yjbR,putative protein YjbR
BBFGCJEA_00316,ec_contig_4,952,56.0701,,hypothetical protein
BBFGCJEA_00317,ec_contig_4,142,4.88451,aphA,Class B acid phosphatase
BBFGCJEA_00318,ec_contig_4,11,1.32432,,hypothetical protein
BBFGCJEA_00319,ec_contig_4,2567,52.8022,tyrB,Aromatic-amino-acid aminotransferase
BBFGCJEA_00320,ec_contig_4,1280,29.1083,alr,Alanine racemase%2C biosynthetic
BBFGCJEA_00321,ec_contig_4,3871,67.1415,dnaB,Replicative DNA helicase DnaB
BBFGCJEA_00322,ec_contig_4,544,13.578,qorA,Quinone oxidoreductase 1
BBFGCJEA_00323,ec_contig_4,194,19.6077,pspG,Phage shock protein G
BBFGCJEA_00324,ec_contig_4,566,13.3921,dusA,tRNA-dihydrouridine(20/20a) synthase
BBFGCJEA_00325,ec_contig_4,3,0.227409,,hypothetical protein
BBFGCJEA_00326,ec_contig_7,11,0.381584,,hypothetical protein
BBFGCJEA_00327,ec_contig_7,2,0.192629,,hypothetical protein
BBFGCJEA_00328,ec_contig_7,209,9.94781,zur,Zinc uptake regulation protein
BBFGCJEA_00329,ec_contig_7,1149,134.379,,hypothetical protein
BBFGCJEA_00330,ec_contig_7,477,8.83498,dinF,DNA damage-inducible protein F
BBFGCJEA_00331,ec_contig_7,2847,114.816,lexA_1,LexA repressor
BBFGCJEA_00332,ec_contig_7,463,30.8167,dgkA,Diacylglycerol kinase
BBFGCJEA_00333,ec_contig_7,4009,40.6195,plsB,Glycerol-3-phosphate acyltransferase
BBFGCJEA_00334,ec_contig_7,1922,54.0717,ubiA,4-hydroxybenzoate octaprenyltransferase
BBFGCJEA_00335,ec_contig_7,765,37.7279,ubiC,Chorismate pyruvate-lyase
BBFGCJEA_00336,ec_contig_7,181,3.34491,sopA,E3 ubiquitin-protein ligase SopA
BBFGCJEA_00337,ec_contig_7,10,1.25949,,hypothetical protein
BBFGCJEA_00338,ec_contig_7,2908,466.803,,hypothetical protein
BBFGCJEA_00339,ec_contig_7,3746,99.8939,,hypothetical protein
BBFGCJEA_00340,ec_contig_7,871,15.9522,lamB,Maltoporin
BBFGCJEA_00341,ec_contig_7,409,9.00098,malK,Maltose/maltodextrin import ATP-binding protein MalK
BBFGCJEA_00342,ec_contig_7,2,0.51167,,hypothetical protein
BBFGCJEA_00343,ec_contig_7,1298,26.7666,malE,Maltose/maltodextrin-binding periplasmic protein
BBFGCJEA_00344,ec_contig_7,485,7.70982,malF,Maltose/maltodextrin transport system permease protein MalF
BBFGCJEA_00345,ec_contig_7,317,8.73801,malG,Maltose/maltodextrin transport system permease protein MalG
BBFGCJEA_00346,ec_contig_7,252,4.19319,xylE,D-xylose-proton symporter
BBFGCJEA_00347,ec_contig_7,164,9.80015,psiE,Protein PsiE
BBFGCJEA_00348,ec_contig_7,219,2.56494,,hypothetical protein
BBFGCJEA_00349,ec_contig_7,21,0.698866,,hypothetical protein
BBFGCJEA_00350,ec_contig_7,17,0.6534,gfcB_1,putative lipoprotein GfcB
BBFGCJEA_00351,ec_contig_7,824,83.2821,,hypothetical protein
BBFGCJEA_00352,ec_contig_7,9148,136.167,pgi,Glucose-6-phosphate isomerase
BBFGCJEA_00353,ec_contig_7,9730,177.015,lysC,Lysine-sensitive aspartokinase 3
BBFGCJEA_00354,ec_contig_7,322,28.9684,,hypothetical protein
BBFGCJEA_00355,ec_contig_7,952,26.7826,rluF,Dual-specificity RNA pseudouridine synthase RluF
BBFGCJEA_00356,ec_contig_7,171,6.08664,pepE,Peptidase E
BBFGCJEA_00357,ec_contig_7,383,5.76381,,hypothetical protein
BBFGCJEA_00358,ec_contig_7,7908,52.7203,metH,Methionine synthase
BBFGCJEA_00359,ec_contig_7,937,27.8944,iclR,Transcriptional repressor IclR
BBFGCJEA_00360,ec_contig_7,337,3.78453,,hypothetical protein
BBFGCJEA_00361,ec_contig_7,650743,9201.12,aceK,Isocitrate dehydrogenase kinase/phosphatase
BBFGCJEA_00362,ec_contig_7,45616,858.494,aceA,Isocitrate lyase
BBFGCJEA_00363,ec_contig_7,29873,457.981,aceB,Malate synthase A
BBFGCJEA_00364,ec_contig_7,3716,98.1349,metAS,Homoserine O-succinyltransferase
BBFGCJEA_00365,ec_contig_7,131,7.24635,yjaB,Peptidyl-lysine N-acetyltransferase YjaB
BBFGCJEA_00366,ec_contig_7,125,7.99484,,hypothetical protein
BBFGCJEA_00367,ec_contig_7,38,7.77738,,hypothetical protein
BBFGCJEA_00368,ec_contig_7,7826,2529.05,,
BBFGCJEA_00369,ec_contig_7,154,14.8324,,hypothetical protein
BBFGCJEA_00370,ec_contig_7,4487,69.309,purH,Bifunctional purine biosynthesis protein PurH
BBFGCJEA_00371,ec_contig_7,5177,98.5642,purD,Phosphoribosylamine--glycine ligase
BBFGCJEA_00372,ec_contig_7,416,7.70514,zraR,Transcriptional regulatory protein ZraR
BBFGCJEA_00373,ec_contig_7,64,1.12436,zraS,Sensor histidine kinase ZraS
BBFGCJEA_00374,ec_contig_7,5,0.951943,,hypothetical protein
BBFGCJEA_00375,ec_contig_7,11,0.634182,zraP,Signaling pathway modulator ZraP
BBFGCJEA_00376,ec_contig_7,288,11.1216,,hypothetical protein
BBFGCJEA_00377,ec_contig_7,5682,511.175,hupA,DNA-binding protein HU-alpha
BBFGCJEA_00378,ec_contig_7,1597,66.3664,,putative protein
BBFGCJEA_00379,ec_contig_7,1090,39.8371,nfi,Endonuclease V
BBFGCJEA_00380,ec_contig_7,1980,45.6611,hemE,Uroporphyrinogen decarboxylase
BBFGCJEA_00381,ec_contig_7,432,13.708,nudC,NAD-capped RNA hydrolase NudC
BBFGCJEA_00382,ec_contig_7,3045,156.783,rsd,Regulator of sigma D
BBFGCJEA_00383,ec_contig_7,7256,93.9918,thiC,Phosphomethylpyrimidine synthase
BBFGCJEA_00384,ec_contig_7,3567,137.745,thiE,Thiamine-phosphate synthase
BBFGCJEA_00385,ec_contig_7,4110,133.521,thiF,Sulfur carrier protein ThiS adenylyltransferase
BBFGCJEA_00386,ec_contig_7,609,74.4136,thiS,Sulfur carrier protein ThiS
BBFGCJEA_00387,ec_contig_7,2351,74.8909,thiG,Thiazole synthase
BBFGCJEA_00388,ec_contig_7,4418,95.6849,thiH,2-iminoacetate synthase
BBFGCJEA_00389,ec_contig_7,344,15.6457,yjaZ,Protein YjaZ
BBFGCJEA_00390,ec_contig_7,39673,230.676,rpoC,DNA-directed RNA polymerase subunit beta'
BBFGCJEA_00391,ec_contig_7,29149,177.688,rpoB,DNA-directed RNA polymerase subunit beta RpoB
BBFGCJEA_00392,ec_contig_7,59181,3971.29,rplL,Large ribosomal subunit protein bL12
BBFGCJEA_00393,ec_contig_7,40674,2005.94,rplJ,Large ribosomal subunit protein uL10
BBFGCJEA_00394,ec_contig_7,50436,1757.04,rplA,Large ribosomal subunit protein uL1
BBFGCJEA_00395,ec_contig_7,20530,1175.34,rplK,Large ribosomal subunit protein uL11
BBFGCJEA_00396,ec_contig_7,5550,249.65,nusG,Transcription termination/antitermination protein NusG
BBFGCJEA_00397,ec_contig_7,2540,162.455,secE,Protein translocase subunit SecE
BBFGCJEA_00398,ec_contig_7,138403,2868.52,tufB,Elongation factor Tu 2
BBFGCJEA_00399,ec_contig_7,1418,458.24,,
BBFGCJEA_00400,ec_contig_7,29704,9727.12,,
BBFGCJEA_00401,ec_contig_7,5223,1509.15,,
BBFGCJEA_00402,ec_contig_7,12122,3917.34,,
BBFGCJEA_00403,ec_contig_7,1708,45.2521,coaA_1,Pantothenate kinase
BBFGCJEA_00404,ec_contig_7,670,17.0345,birA,Bifunctional ligase/repressor BirA
BBFGCJEA_00405,ec_contig_7,1035,24.7033,murB,UDP-N-acetylenolpyruvoylglucosamine reductase
BBFGCJEA_00406,ec_contig_7,41,8.39138,,hypothetical protein
BBFGCJEA_00407,ec_contig_7,9330,3015.08,,
