gene_id,Chr,Reads,TPM,Name,Product
BBFGCJEA_00797,ec_contig_11,1306,58.1079,yfcE,Phosphodiesterase YfcE
BBFGCJEA_00798,ec_contig_11,927,41.9286,yfcD,putative Nudix hydrolase YfcD
BBFGCJEA_00799,ec_contig_11,152,2.5241,,hypothetical protein
BBFGCJEA_00800,ec_contig_11,2913,33.3537,pta,Phosphate acetyltransferase
BBFGCJEA_00801,ec_contig_11,2138,43.6489,ackA,Acetate kinase
BBFGCJEA_00802,ec_contig_11,983,52.9443,,hypothetical protein
BBFGCJEA_00803,ec_contig_11,1944,96.4544,,hypothetical protein
BBFGCJEA_00804,ec_contig_11,2997,113.067,hxpA,Hexitol phosphatase A
BBFGCJEA_00805,ec_contig_11,533,7.1416,,hypothetical protein
BBFGCJEA_00806,ec_contig_11,530,21.6948,yfbR,5'-deoxynucleotidase YfbR
BBFGCJEA_00807,ec_contig_11,1020,20.5676,alaA,Glutamate-pyruvate aminotransferase AlaA
BBFGCJEA_00808,ec_contig_11,2318,60.6288,lrhA,putative HTH-type transcriptional regulator LrhA
BBFGCJEA_00809,ec_contig_11,2791,415.438,,hypothetical protein
BBFGCJEA_00810,ec_contig_11,2346,129.77,nuoA,NADH-quinone oxidoreductase subunit A
BBFGCJEA_00811,ec_contig_11,7527,278.83,nuoB,NADH-quinone oxidoreductase subunit B
BBFGCJEA_00812,ec_contig_11,8189,111.549,nuoC,NADH-quinone oxidoreductase subunit C/D
BBFGCJEA_00813,ec_contig_11,3074,150.694,nuoE,NADH-quinone oxidoreductase subunit E
BBFGCJEA_00814,ec_contig_11,5502,100.994,nuoF,NADH-quinone oxidoreductase subunit F
BBFGCJEA_00815,ec_contig_11,10369,93.3862,nuoG,NADH-quinone oxidoreductase subunit G
BBFGCJEA_00816,ec_contig_11,4316,108.386,nuoH,NADH-quinone oxidoreductase subunit H
BBFGCJEA_00817,ec_contig_11,1372,62.0562,nuoI,NADH-quinone oxidoreductase subunit I
BBFGCJEA_00818,ec_contig_11,1219,53.9438,nuoJ,NADH-quinone oxidoreductase subunit J
BBFGCJEA_00819,ec_contig_11,576,46.6886,nuoK,NADH-quinone oxidoreductase subunit K
BBFGCJEA_00820,ec_contig_11,4249,56.6537,nuoL_1,NADH-quinone oxidoreductase subunit L
BBFGCJEA_00821,ec_contig_11,3373,54.1447,nuoM,NADH-quinone oxidoreductase subunit M
BBFGCJEA_00822,ec_contig_11,5006,84.3265,nuoN,NADH-quinone oxidoreductase subunit N
BBFGCJEA_00823,ec_contig_11,263,7.60815,,hypothetical protein
BBFGCJEA_00824,ec_contig_11,75,4.35463,,hypothetical protein
BBFGCJEA_00825,ec_contig_11,22,0.753589,,hypothetical protein
BBFGCJEA_00826,ec_contig_11,11,0.536035,yfbM,Protein YfbM
BBFGCJEA_00827,ec_contig_11,17,0.42955,,hypothetical protein
BBFGCJEA_00828,ec_contig_11,496,7.04967,,hypothetical protein
BBFGCJEA_00829,ec_contig_11,49,0.995407,elaD,Protease ElaD
BBFGCJEA_00830,ec_contig_11,409,10.9424,rbn,Ribonuclease BN
BBFGCJEA_00831,ec_contig_11,116,6.16661,elaA,Protein ElaA
BBFGCJEA_00832,ec_contig_11,1809,145.194,elaB,Protein ElaB
BBFGCJEA_00833,ec_contig_11,638,12.0906,menF,Isochorismate synthase MenF
BBFGCJEA_00834,ec_contig_11,324,4.76211,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
BBFGCJEA_00835,ec_contig_11,519,16.7941,menH,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
BBFGCJEA_00836,ec_contig_11,1522,43.5671,menB,1%2C4-dihydroxy-2-naphthoyl-CoA synthase
BBFGCJEA_00837,ec_contig_11,1596,40.704,menC,o-succinylbenzoate synthase
BBFGCJEA_00838,ec_contig_11,386,6.99131,menE,2-succinylbenzoate--CoA ligase
BBFGCJEA_00839,ec_contig_11,2975,273.657,pmrD,Signal transduction protein PmrD
BBFGCJEA_00840,ec_contig_11,69,4.37894,arnF,putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
BBFGCJEA_00841,ec_contig_11,32,2.33906,arnE,putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
BBFGCJEA_00842,ec_contig_11,151,2.24355,arnT,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
BBFGCJEA_00843,ec_contig_11,188,5.18216,arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
BBFGCJEA_00844,ec_contig_11,451,5.58579,arnA,Bifunctional polymyxin resistance protein ArnA
BBFGCJEA_00845,ec_contig_11,74,1.87559,arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BBFGCJEA_00846,ec_contig_11,144,3.05411,arnB,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
BBFGCJEA_00847,ec_contig_11,86,3.50277,ais,Lipopolysaccharide core heptose(II)-phosphate phosphatase
BBFGCJEA_00848,ec_contig_11,228,13.1449,nudI,Nucleoside triphosphatase NudI
BBFGCJEA_00849,ec_contig_11,167,7.55349,,hypothetical protein
BBFGCJEA_00850,ec_contig_11,842,17.1901,pncC_1,Nicotinamide-nucleotide amidohydrolase PncC
BBFGCJEA_00851,ec_contig_11,124,3.88947,rhmR,putative HTH-type transcriptional regulator RhmR
BBFGCJEA_00852,ec_contig_11,27,0.549854,rhmD,L-rhamnonate dehydratase
BBFGCJEA_00853,ec_contig_11,31,0.590205,rhmT,Inner membrane transport protein RhmT
BBFGCJEA_00854,ec_contig_11,55,1.68011,rhmA,2-keto-3-deoxy-L-rhamnonate aldolase
BBFGCJEA_00855,ec_contig_11,33,4.35744,,hypothetical protein
BBFGCJEA_00856,ec_contig_11,88,2.40144,,ISNCY family transposase ISSen7
BBFGCJEA_00857,ec_contig_11,41,0.845479,glpC,Anaerobic glycerol-3-phosphate dehydrogenase subunit C
BBFGCJEA_00858,ec_contig_11,31,0.604257,glpB,Anaerobic glycerol-3-phosphate dehydrogenase subunit B
BBFGCJEA_00859,ec_contig_11,42,0.633226,glpA,Anaerobic glycerol-3-phosphate dehydrogenase subunit A
BBFGCJEA_00860,ec_contig_11,64,1.15662,glpT,Glycerol-3-phosphate transporter
BBFGCJEA_00861,ec_contig_11,901,20.5466,glpQ,Glycerophosphodiester phosphodiesterase%2C periplasmic
BBFGCJEA_00862,ec_contig_11,20,2.37296,,hypothetical protein
BBFGCJEA_00863,ec_contig_11,458,17.2789,inaA,Protein InaA
BBFGCJEA_00864,ec_contig_11,268,25.8122,,hypothetical protein
BBFGCJEA_00865,ec_contig_11,2227,48.3602,nrdB,Ribonucleoside-diphosphate reductase 1 subunit beta
BBFGCJEA_00866,ec_contig_11,4383,47.0897,nrdA,Ribonucleoside-diphosphate reductase 1 subunit alpha
BBFGCJEA_00867,ec_contig_11,1630,10.6669,yfaL,putative autotransporter YfaL
BBFGCJEA_00868,ec_contig_11,1804,61.2815,ubiG,Ubiquinone biosynthesis O-methyltransferase
BBFGCJEA_00869,ec_contig_11,12980,121.305,gyrA,DNA gyrase subunit A GyrA
BBFGCJEA_00870,ec_contig_11,98,1.42504,,hypothetical protein
BBFGCJEA_00871,ec_contig_11,20,0.787184,,putative protein
BBFGCJEA_00872,ec_contig_11,387,2.44088,,hypothetical protein
BBFGCJEA_00873,ec_contig_11,29,1.46552,,hypothetical protein
BBFGCJEA_00874,ec_contig_11,80,1.19079,,hypothetical protein
BBFGCJEA_00875,ec_contig_11,41,1.29597,,hypothetical protein
BBFGCJEA_00876,ec_contig_11,23,0.476695,atoB_1,Acetyl-CoA acetyltransferase
BBFGCJEA_00877,ec_contig_11,51,0.946763,atoE,Putative short-chain fatty acid transporter
BBFGCJEA_00878,ec_contig_11,8,0.301814,atoA,Acetate CoA-transferase subunit beta
BBFGCJEA_00879,ec_contig_11,17,0.629747,atoD,Acetate CoA-transferase subunit alpha
BBFGCJEA_00880,ec_contig_11,114,2.0201,atoC,Regulatory protein AtoC
BBFGCJEA_00881,ec_contig_11,258,3.46826,atoS,Signal transduction histidine-protein kinase AtoS
BBFGCJEA_00882,ec_contig_11,3107,26.7749,rcsC,Sensor histidine kinase RcsC
BBFGCJEA_00883,ec_contig_11,2255,85.0739,rcsB,Transcriptional regulatory protein RcsB
BBFGCJEA_00884,ec_contig_11,3462,31.8097,rcsD,Phosphotransferase RcsD
BBFGCJEA_00885,ec_contig_11,67975,1512.21,ompC_1,Outer membrane porin C
BBFGCJEA_00886,ec_contig_11,369,8.58209,apbE,FAD:protein FMN transferase
BBFGCJEA_00887,ec_contig_11,196,4.51999,ada,Bifunctional transcriptional activator/DNA repair enzyme Ada
BBFGCJEA_00888,ec_contig_11,88,3.31996,alkB,Alpha-ketoglutarate-dependent dioxygenase AlkB
BBFGCJEA_00889,ec_contig_11,1357,20.2726,yojI,ABC transporter ATP-binding/permease protein YojI
BBFGCJEA_00890,ec_contig_11,840,12.5261,mqo,Malate:quinone oxidoreductase
BBFGCJEA_00891,ec_contig_11,134,6.73018,eco,Ecotin
BBFGCJEA_00892,ec_contig_11,40,5.95397,,hypothetical protein
BBFGCJEA_00893,ec_contig_11,43,2.13351,napF,Ferredoxin-type protein NapF
BBFGCJEA_00894,ec_contig_11,66,6.14003,napD,Chaperone NapD
BBFGCJEA_00895,ec_contig_11,328,3.23913,napA,Periplasmic nitrate reductase
BBFGCJEA_00896,ec_contig_11,62,2.18783,napG,Ferredoxin-type protein NapG
BBFGCJEA_00897,ec_contig_11,72,2.04668,napH,Ferredoxin-type protein NapH
BBFGCJEA_00898,ec_contig_11,50,2.7289,napB,Periplasmic nitrate reductase%2C electron transfer subunit
BBFGCJEA_00899,ec_contig_11,291,11.8524,napC,Cytochrome c-type protein NapC
BBFGCJEA_00900,ec_contig_11,401,15.9363,ccmA,Cytochrome c biogenesis ATP-binding export protein CcmA
BBFGCJEA_00901,ec_contig_11,210,7.77923,ccmB,Heme exporter protein B
BBFGCJEA_00902,ec_contig_11,242,8.0536,ccmC,Heme exporter protein C
BBFGCJEA_00903,ec_contig_11,53,6.19851,ccmD,Heme exporter protein D
BBFGCJEA_00904,ec_contig_11,238,12.1777,ccmE,Cytochrome c-type biogenesis protein CcmE
BBFGCJEA_00905,ec_contig_11,342,4.32077,ccmF_2,Cytochrome c-type biogenesis protein CcmF
BBFGCJEA_00906,ec_contig_11,132,5.80993,dsbE,Thiol:disulfide interchange protein DsbE
BBFGCJEA_00907,ec_contig_11,411,9.58615,ccmH_2,Cytochrome c-type biogenesis protein CcmH
BBFGCJEA_00908,ec_contig_11,179,6.78436,narL_1,Nitrate/nitrite response regulator protein NarL
BBFGCJEA_00909,ec_contig_11,834,20.8799,,IS5 family transposase IS5
BBFGCJEA_00910,ec_contig_11,657,6.42613,ypjA_1,putative autotransporter YpjA
BBFGCJEA_00911,ec_contig_11,1880,599.65,,
BBFGCJEA_00912,ec_contig_11,2777,38.73,yejM,Inner membrane protein YejM
BBFGCJEA_00913,ec_contig_11,1875,201.975,,hypothetical protein
BBFGCJEA_00914,ec_contig_11,1299,31.6504,yejK,Nucleoid-associated protein YejK
BBFGCJEA_00915,ec_contig_11,3347,288.431,rplY,Large ribosomal subunit protein bL25
BBFGCJEA_00916,ec_contig_11,278,3.87718,radD,Putative DNA repair helicase RadD
BBFGCJEA_00917,ec_contig_11,889,31.3706,rsuA,Ribosomal small subunit pseudouridine synthase A
BBFGCJEA_00918,ec_contig_11,1193,24.6014,bcr,Bicyclomycin resistance protein
BBFGCJEA_00919,ec_contig_11,718,51.1136,yejG,putative protein YejG
BBFGCJEA_00920,ec_contig_11,1707,26.3674,yejF,putative ABC transporter ATP-binding protein YejF
BBFGCJEA_00921,ec_contig_11,274,6.55895,yejE,Inner membrane ABC transporter permease protein YejE
BBFGCJEA_00922,ec_contig_11,681,15.2744,yejB,Inner membrane ABC transporter permease protein YejB
BBFGCJEA_00923,ec_contig_11,968,13.0987,yejA,putative protein YejA
BBFGCJEA_00924,ec_contig_11,1025,16.1684,pdeN,putative cyclic di-GMP phosphodiesterase PdeN
BBFGCJEA_00925,ec_contig_11,24370,1055.61,mepS_1,Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
BBFGCJEA_00926,ec_contig_11,1160,39.9016,lpxT,Lipid A 1-diphosphate synthase
BBFGCJEA_00927,ec_contig_11,359,8.93322,yeiR,Zinc chaperone YeiR
BBFGCJEA_00928,ec_contig_11,248,4.15195,mtlK,Mannitol 2-dehydrogenase
BBFGCJEA_00929,ec_contig_11,2341,100.341,yeiP,Elongation factor P-like protein
BBFGCJEA_00930,ec_contig_11,139,13.3877,,hypothetical protein
BBFGCJEA_00931,ec_contig_11,314,6.52444,setB,Sugar efflux transporter B
BBFGCJEA_00932,ec_contig_11,610,13.2464,fruB,Multiphosphoryl transfer protein
BBFGCJEA_00933,ec_contig_11,280,7.32358,fruK,1-phosphofructokinase
BBFGCJEA_00934,ec_contig_11,1033,14.9945,fruA_3,PTS system fructose-specific EIIB'BC component
BBFGCJEA_00935,ec_contig_11,17,0.44323,psuK_1,Pseudouridine kinase
BBFGCJEA_00936,ec_contig_11,31,0.810825,psuG,Pseudouridine-5'-phosphate glycosidase
BBFGCJEA_00937,ec_contig_11,131,2.57185,psuT,Putative pseudouridine transporter
BBFGCJEA_00938,ec_contig_11,58,2.03789,yeiL,Regulatory protein YeiL
BBFGCJEA_00939,ec_contig_11,18,0.469302,rihB,Pyrimidine-specific ribonucleoside hydrolase RihB
BBFGCJEA_00940,ec_contig_11,51,1.00125,nupX,Putative nucleoside permease NupX
BBFGCJEA_00941,ec_contig_11,399,8.99862,psuK_2,Pseudouridine kinase
BBFGCJEA_00942,ec_contig_11,771,22.0698,nfo,Endonuclease 4
BBFGCJEA_00943,ec_contig_11,342,7.99959,,hypothetical protein
BBFGCJEA_00944,ec_contig_11,614,17.0974,yeiE,putative HTH-type transcriptional regulator YeiE
BBFGCJEA_00945,ec_contig_11,26548,443.553,lysP,Lysine-specific permease LysP
BBFGCJEA_00946,ec_contig_11,2870,35.3853,cirA,catecholate siderophore receptor CirA
BBFGCJEA_00947,ec_contig_11,1617,47.4477,yeiG,S-formylglutathione hydrolase YeiG
BBFGCJEA_00948,ec_contig_11,5667,208.045,folE,GTP cyclohydrolase 1
BBFGCJEA_00949,ec_contig_11,2293,48.6325,,hypothetical protein
BBFGCJEA_00950,ec_contig_11,384,9.05965,galS,HTH-type transcriptional regulator GalS
BBFGCJEA_00951,ec_contig_11,586,14.4066,mglB,D-galactose/methyl-galactoside binding periplasmic protein MglB
BBFGCJEA_00952,ec_contig_11,788,12.7241,mglA_1,Galactose/methyl galactoside import ATP-binding protein MglA
BBFGCJEA_00953,ec_contig_11,595,14.4543,mglC,Galactose/methyl galactoside import permease protein MglC
BBFGCJEA_00954,ec_contig_11,80,1.58965,preA,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
BBFGCJEA_00955,ec_contig_11,65,1.28847,preT,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
BBFGCJEA_00956,ec_contig_11,159,16.2711,,hypothetical protein
BBFGCJEA_00957,ec_contig_11,968,33.0197,,hypothetical protein
BBFGCJEA_00958,ec_contig_11,330,9.15802,cdd,Cytidine deaminase
BBFGCJEA_00959,ec_contig_11,219,7.72797,yohK,Inner membrane protein YohK
BBFGCJEA_00960,ec_contig_11,103,6.34009,,hypothetical protein
BBFGCJEA_00961,ec_contig_11,209,5.41463,dusC,tRNA-dihydrouridine(16) synthase
BBFGCJEA_00962,ec_contig_11,43,0.886722,srpC,Solvent efflux pump outer membrane protein SrpC
BBFGCJEA_00963,ec_contig_11,101,3.25535,yohF,putative oxidoreductase YohF
BBFGCJEA_00964,ec_contig_11,190,8.05946,yohD,Inner membrane protein YohD
BBFGCJEA_00965,ec_contig_11,207,8.64617,yohC,Inner membrane protein YohC
BBFGCJEA_00966,ec_contig_11,1319,34.7211,pbpG,D-alanyl-D-alanine endopeptidase
BBFGCJEA_00967,ec_contig_11,3395,48.5907,dld,Quinone-dependent D-lactate dehydrogenase
BBFGCJEA_00968,ec_contig_11,1395,15.1064,,Beta-xylosidase
BBFGCJEA_00969,ec_contig_11,523,13.9923,yehZ,Glycine betaine-binding protein YehZ
BBFGCJEA_00970,ec_contig_11,333,7.06263,yehY,Glycine betaine uptake system permease protein YehY
BBFGCJEA_00971,ec_contig_11,153,4.05362,yehX,Glycine betaine uptake system ATP-binding protein YehX
BBFGCJEA_00972,ec_contig_11,353,11.8439,yehW,Glycine betaine uptake system permease protein YehW
BBFGCJEA_00973,ec_contig_11,1174,266.978,,hypothetical protein
BBFGCJEA_00974,ec_contig_11,446,14.9642,mlrA,HTH-type transcriptional regulator MlrA
BBFGCJEA_00975,ec_contig_11,1157,16.8541,btsS,Sensor histidine kinase BtsS
BBFGCJEA_00976,ec_contig_11,277,9.44883,btsR,Transcriptional regulatory protein BtsR
BBFGCJEA_00977,ec_contig_11,338,17.6249,,hypothetical protein
BBFGCJEA_00978,ec_contig_11,79,4.19968,yehR,putative lipoprotein YehR
BBFGCJEA_00979,ec_contig_11,91,1.21137,,hypothetical protein
BBFGCJEA_00980,ec_contig_11,17,0.367214,,hypothetical protein
BBFGCJEA_00981,ec_contig_11,53,0.570916,,hypothetical protein
BBFGCJEA_00982,ec_contig_11,66,1.48849,yehL,putative protein YehL
BBFGCJEA_00983,ec_contig_11,9,0.695098,,hypothetical protein
BBFGCJEA_00984,ec_contig_11,230,1.55487,,hypothetical protein
BBFGCJEA_00985,ec_contig_11,23,0.58842,,hypothetical protein
BBFGCJEA_00986,ec_contig_11,171,2.16707,,hypothetical protein
BBFGCJEA_00987,ec_contig_11,213,6.34098,yehF,Protein YehF
BBFGCJEA_00988,ec_contig_11,3876,46.8019,metG,Methionine--tRNA ligase
BBFGCJEA_00989,ec_contig_11,2209,48.8769,mrp,Iron-sulfur cluster carrier protein
BBFGCJEA_00990,ec_contig_11,243,21.1635,,hypothetical protein
BBFGCJEA_00991,ec_contig_11,5,0.226152,yehD,putative fimbrial-like protein YehD
BBFGCJEA_00993,ec_contig_11,107,1.05922,yehB,Outer membrane usher protein YehB
BBFGCJEA_00994,ec_contig_11,67,1.58988,yehA,putative fimbrial-like protein YehA
BBFGCJEA_00995,ec_contig_11,1381,100.052,rcnB,Nickel/cobalt homeostasis protein RcnB
BBFGCJEA_00996,ec_contig_11,512,15.2422,rcnA,Nickel/cobalt efflux system RcnA
BBFGCJEA_00997,ec_contig_11,270,24.2902,rcnR,Transcriptional repressor RcnR
BBFGCJEA_00998,ec_contig_11,975,30.35,thiM,Hydroxyethylthiazole kinase
BBFGCJEA_00999,ec_contig_11,719,22.0459,thiD,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BBFGCJEA_01000,ec_contig_11,262,7.85685,,hypothetical protein
BBFGCJEA_01001,ec_contig_11,239,7.85793,ggaR,HTH-type transcriptional regulator GgaR
BBFGCJEA_01002,ec_contig_11,107,2.72043,kdgK_2,2-dehydro-3-deoxygluconokinase
BBFGCJEA_01003,ec_contig_11,87,2.1261,tri1,ADP-ribosylarginine hydrolase Tri1
BBFGCJEA_01004,ec_contig_11,267,5.13111,yegT,Putative nucleoside transporter YegT
BBFGCJEA_01005,ec_contig_11,1374,32.0471,fbaB,Fructose-bisphosphate aldolase class 1
BBFGCJEA_01006,ec_contig_11,59905,1720.79,gatY,D-tagatose-1%2C6-bisphosphate aldolase subunit GatY
BBFGCJEA_01007,ec_contig_11,22782,443.016,gatZ,D-tagatose-1%2C6-bisphosphate aldolase subunit GatZ
BBFGCJEA_01008,ec_contig_11,10215,553.823,gatA,PTS system galactitol-specific EIIA component
BBFGCJEA_01009,ec_contig_11,11648,1003.78,gatB_1,PTS system galactitol-specific EIIB component
BBFGCJEA_01010,ec_contig_11,38187,691.65,gatC_1,PTS system galactitol-specific EIIC component
BBFGCJEA_01011,ec_contig_11,8476,199.973,gatD,Galactitol 1-phosphate 5-dehydrogenase
BBFGCJEA_01012,ec_contig_11,1942,140.696,lacR,Lactose phosphotransferase system repressor
BBFGCJEA_01013,ec_contig_11,193,5.46725,,IS3 family transposase IS3
BBFGCJEA_01014,ec_contig_11,63,5.15763,,IS3 family transposase ISEc17
BBFGCJEA_01015,ec_contig_11,406,22.3074,srlR_1,Glucitol operon repressor
BBFGCJEA_01016,ec_contig_11,505,13.781,yegS,Lipid kinase YegS
BBFGCJEA_01017,ec_contig_11,25,1.93083,,hypothetical protein
BBFGCJEA_01018,ec_contig_11,24,2.69152,,hypothetical protein
BBFGCJEA_01019,ec_contig_11,1420,25.606,trhP,tRNA hydroxylation protein P
BBFGCJEA_01020,ec_contig_11,220,16.2259,,hypothetical protein
BBFGCJEA_01021,ec_contig_11,290,9.85123,baeR,Transcriptional regulatory protein BaeR
BBFGCJEA_01022,ec_contig_11,353,6.17502,baeS,two-component system sensor histidine kinase BaeS
BBFGCJEA_01023,ec_contig_11,187,3.24346,mdtD,Putative multidrug resistance protein MdtD
BBFGCJEA_01024,ec_contig_11,437,3.48693,mdtC,Multidrug resistance protein MdtC
BBFGCJEA_01025,ec_contig_11,446,3.50747,mdtB,Multidrug resistance protein MdtB
BBFGCJEA_01026,ec_contig_11,232,4.56567,mdtA,Multidrug resistance protein MdtA
BBFGCJEA_01027,ec_contig_11,6025,1006.63,,hypothetical protein
BBFGCJEA_01028,ec_contig_11,108,4.01893,,hypothetical protein
BBFGCJEA_01029,ec_contig_11,7,0.252454,pphC,Serine/threonine-protein phosphatase 3
BBFGCJEA_01030,ec_contig_11,5,0.265802,,hypothetical protein
BBFGCJEA_01031,ec_contig_11,164,2.06875,yegI,Protein kinase YegI
BBFGCJEA_01032,ec_contig_11,627,11.3815,dnaK_1,Chaperone protein DnaK
BBFGCJEA_01033,ec_contig_11,118,3.41354,alkA,DNA-3-methyladenine glycosylase 2
BBFGCJEA_01034,ec_contig_11,1340,9.9188,dgcE,putative diguanylate cyclase DgcE
BBFGCJEA_01035,ec_contig_11,939,35.9221,udk,Uridine kinase
BBFGCJEA_01036,ec_contig_11,1855,78.2802,dcd,dCTP deaminase
BBFGCJEA_01037,ec_contig_11,3361,44.5235,,hypothetical protein
BBFGCJEA_01038,ec_contig_11,565,8.7604,,hypothetical protein
BBFGCJEA_01039,ec_contig_11,47,1.01257,wza_1,Putative polysaccharide export protein Wza
BBFGCJEA_01040,ec_contig_11,21,1.16163,wzb,Low molecular weight protein-tyrosine-phosphatase Wzb
BBFGCJEA_01041,ec_contig_11,130,1.47611,wzc,Tyrosine-protein kinase wzc
BBFGCJEA_01042,ec_contig_11,80,2.33906,,hypothetical protein
BBFGCJEA_01043,ec_contig_11,33,1.65743,cysE_2,Serine acetyltransferase
BBFGCJEA_01044,ec_contig_11,52,1.04854,,hypothetical protein
BBFGCJEA_01045,ec_contig_11,84,1.6938,,hypothetical protein
BBFGCJEA_01046,ec_contig_11,27,0.887716,,hypothetical protein
BBFGCJEA_01047,ec_contig_11,75,3.35521,dapH,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-acetyltransferase
BBFGCJEA_01048,ec_contig_11,201,4.39981,gmd,GDP-mannose 4%2C6-dehydratase
BBFGCJEA_01049,ec_contig_11,63,1.60175,fcl,GDP-L-fucose synthase
BBFGCJEA_01050,ec_contig_11,83,4.22048,gmm,GDP-mannose mannosyl hydrolase
BBFGCJEA_01051,ec_contig_11,87,1.7457,,hypothetical protein
BBFGCJEA_01052,ec_contig_11,72,1.23057,manC1,Mannose-1-phosphate guanylyltransferase 1
BBFGCJEA_01053,ec_contig_11,139,2.49005,algC,Phosphomannomutase/phosphoglucomutase
BBFGCJEA_01054,ec_contig_11,73,1.28523,wcaJ,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
BBFGCJEA_01055,ec_contig_11,57,0.946537,wzxC,Lipopolysaccharide biosynthesis protein WzxC
BBFGCJEA_01056,ec_contig_11,85,1.62967,,hypothetical protein
BBFGCJEA_01057,ec_contig_11,57,1.14654,mshA,D-inositol-3-phosphate glycosyltransferase
BBFGCJEA_01058,ec_contig_11,230,4.04934,,hypothetical protein
BBFGCJEA_01059,ec_contig_11,10664,292.963,galF,UTP--glucose-1-phosphate uridylyltransferase
BBFGCJEA_01060,ec_contig_11,2775,62.7573,rfbB,dTDP-glucose 4%2C6-dehydratase
BBFGCJEA_01061,ec_contig_11,1516,41.3702,rfbD,dTDP-4-dehydrorhamnose reductase
BBFGCJEA_01062,ec_contig_11,3105,86.4617,rfbA,Glucose-1-phosphate thymidylyltransferase 1
BBFGCJEA_01063,ec_contig_11,1816,79.9305,rfbC,dTDP-4-dehydrorhamnose 3%2C5-epimerase
BBFGCJEA_01064,ec_contig_11,4393,86.4525,rfbX,Putative O-antigen transporter
BBFGCJEA_01065,ec_contig_11,804,91.4183,glf_1,UDP-galactopyranose mutase
BBFGCJEA_01066,ec_contig_11,485,28.7721,glf_2,UDP-galactopyranose mutase
BBFGCJEA_01067,ec_contig_11,905,44.6324,glf_3,UDP-galactopyranose mutase
BBFGCJEA_01068,ec_contig_11,1120,89.0206,,hypothetical protein
BBFGCJEA_01069,ec_contig_11,4045,113.408,wbbI,Beta-1%2C6-galactofuranosyltransferase WbbI
BBFGCJEA_01070,ec_contig_11,2047,239.403,,hypothetical protein
BBFGCJEA_01071,ec_contig_11,927,54.5977,,hypothetical protein
BBFGCJEA_01072,ec_contig_11,1346,65.5912,,hypothetical protein
BBFGCJEA_01073,ec_contig_11,955,88.8444,,hypothetical protein
BBFGCJEA_01074,ec_contig_11,1208,63.3945,wbbL,Rhamnosyltransferase WbbL
BBFGCJEA_00001,ec_contig_15,148,6.88428,gadE,Transcriptional regulator GadE
BBFGCJEA_00002,ec_contig_15,718,63.2049,,hypothetical protein
BBFGCJEA_00003,ec_contig_15,81,1.71794,mdtE,Multidrug resistance protein MdtE
BBFGCJEA_00004,ec_contig_15,389,3.06805,acrB_1,multidrug efflux RND transporter permease subunit AcrB
BBFGCJEA_00005,ec_contig_15,701,23.6168,gadW,HTH-type transcriptional regulator GadW
BBFGCJEA_00006,ec_contig_15,4696,139.799,gadX,HTH-type transcriptional regulator GadX
BBFGCJEA_00007,ec_contig_15,414,7.2576,gadA,Glutamate decarboxylase alpha
BBFGCJEA_00008,ec_contig_15,130,2.28385,ccp,Cytochrome c peroxidase Ccp
BBFGCJEA_00009,ec_contig_15,560,8.33556,treF,Cytoplasmic trehalase
BBFGCJEA_00010,ec_contig_15,158,6.43533,yhjB,Putative HTH-type transcriptional regulator YhjB
BBFGCJEA_00011,ec_contig_15,410,10.3597,,HTH-type transcriptional regulator
BBFGCJEA_00012,ec_contig_15,320,7.75073,yhjD,Inner membrane protein YhjD
BBFGCJEA_00013,ec_contig_15,5292,98.2406,yhjE,Inner membrane metabolite transport protein YhjE
BBFGCJEA_00014,ec_contig_15,716,8.53229,,hypothetical protein
BBFGCJEA_00015,ec_contig_15,20,0.639587,pdeH,Cyclic di-GMP phosphodiesterase PdeH
BBFGCJEA_00016,ec_contig_15,699,18.4597,kdgK_1,2-dehydro-3-deoxygluconokinase
BBFGCJEA_00017,ec_contig_15,1048,17.1937,yhjJ,Protein YhjJ
BBFGCJEA_00018,ec_contig_15,701,13.3774,dctA,Aerobic C4-dicarboxylate transport protein
BBFGCJEA_00019,ec_contig_15,723,9.10614,pdeK,putative cyclic di-GMP phosphodiesterase PdeK
BBFGCJEA_00020,ec_contig_15,890,6.29203,bcsC,Cellulose synthase operon protein C
BBFGCJEA_00021,ec_contig_15,99,2.19644,bcsZ,Endoglucanase
