gene_id,Chr,Reads,TPM,Name,Product
BBFGCJEA_01917,ec_contig_16,96,5.87047,emtA,Endo-type membrane-bound lytic murein transglycosylase A
BBFGCJEA_02728,ec_contig_16,16,5.87047,,hypothetical protein
BBFGCJEA_03911,ec_contig_18,112,5.87047,,hypothetical protein
BBFGCJEA_00568,ec_contig_7,151,5.86819,hemC,Porphobilinogen deaminase
BBFGCJEA_00037,ec_contig_15,265,5.86137,eptB,Kdo(2)-lipid A phosphoethanolamine 7''-transferase
BBFGCJEA_01394,ec_contig_16,30,5.84754,ydiE,putative protein YdiE
BBFGCJEA_04057,ec_contig_18,67,5.84482,yqaA,Inner membrane protein YqaA
BBFGCJEA_00766,ec_contig_11,86,5.83059,smrB,Ribosome rescue factor SmrB
BBFGCJEA_02430,ec_contig_16,179,5.83024,nagA,N-acetylglucosamine-6-phosphate deacetylase
BBFGCJEA_03734,ec_contig_17,34,5.81016,slyX,Protein SlyX 
BBFGCJEA_01235,ec_contig_16,81,5.80721,ruvC,Crossover junction endodeoxyribonuclease RuvC
BBFGCJEA_02017,ec_contig_16,148,5.80586,fabH,Beta-ketoacyl-[acyl-carrier-protein] synthase III
BBFGCJEA_01189,ec_contig_16,85,5.79429,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
BBFGCJEA_01501,ec_contig_16,215,5.79281,pntB,NAD(P) transhydrogenase subunit beta
BBFGCJEA_03543,ec_contig_17,78,5.79185,,hypothetical protein
BBFGCJEA_01473,ec_contig_16,343,5.77442,rsxC,Ion-translocating oxidoreductase complex subunit C
BBFGCJEA_02916,ec_contig_16,148,5.76958,accA,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BBFGCJEA_03771,ec_contig_17,117,5.76896,gph,Phosphoglycolate phosphatase
BBFGCJEA_03479,ec_contig_17,152,5.76341,iolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
BBFGCJEA_01098,ec_contig_16,30,5.75758,yeeW,Protein YeeW
BBFGCJEA_02832,ec_contig_16,52,5.7406,,IS3 family transposase ISEhe3
BBFGCJEA_02275,ec_contig_16,236,5.73888,gsiB,Glutathione-binding protein GsiB
BBFGCJEA_01085,ec_contig_16,138,5.73839,hisG,ATP phosphoribosyltransferase
BBFGCJEA_00045,ec_contig_15,109,5.73734,,hypothetical protein
BBFGCJEA_00721,ec_contig_7,323,5.73165,spoT,Bifunctional (p)ppGpp synthase/hydrolase SpoT
BBFGCJEA_02520,ec_contig_16,184,5.72408,fes,Iron(III) enterobactin esterase
BBFGCJEA_00103,ec_contig_15,156,5.72371,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+]
BBFGCJEA_04144,ec_contig_18,150,5.72237,rluD,Ribosomal large subunit pseudouridine synthase D
BBFGCJEA_01854,ec_contig_16,61,5.72151,,putative acyl-CoA thioester hydrolase
BBFGCJEA_01665,ec_contig_16,27,5.70879,hicA,putative mRNA interferase toxin HicA
BBFGCJEA_01520,ec_contig_16,52,5.69024,,hypothetical protein
BBFGCJEA_02908,ec_contig_16,108,5.6847,nlpE,Lipoprotein NlpE
BBFGCJEA_00161,ec_contig_4,97,5.68099,,hypothetical protein
BBFGCJEA_00669,ec_contig_7,366,5.67175,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B GyrB
BBFGCJEA_01073,ec_contig_11,40,5.67034,,hypothetical protein
BBFGCJEA_03104,ec_contig_16,45,5.67034,trpR,Trp operon repressor
BBFGCJEA_00784,ec_contig_11,74,5.66339,cvpA,Colicin V production protein
BBFGCJEA_01935,ec_contig_16,123,5.66198,minD,Septum site-determining protein MinD
BBFGCJEA_01234,ec_contig_16,112,5.65657,yebC,putative transcriptional regulatory protein YebC
BBFGCJEA_01270,ec_contig_16,309,5.64378,prc,Tail-specific protease
BBFGCJEA_02735,ec_contig_16,147,5.64243,hemB,Delta-aminolevulinic acid dehydratase
BBFGCJEA_01571,ec_contig_16,33,5.63927,,hypothetical protein
BBFGCJEA_04343,ec_contig_18,54,5.61364,,hypothetical protein
BBFGCJEA_00606,ec_contig_7,147,5.59082,ilvG_2,Acetolactate synthase isozyme 2 large subunit
BBFGCJEA_03343,ec_contig_17,95,5.5901,,hypothetical protein
BBFGCJEA_03938,ec_contig_18,164,5.57455,rlmM,Ribosomal RNA large subunit methyltransferase M
BBFGCJEA_01831,ec_contig_16,25,5.56909,,hypothetical protein
BBFGCJEA_00462,ec_contig_7,104,5.56813,cpxR,Transcriptional regulatory protein CpxR
BBFGCJEA_03534,ec_contig_17,303,5.56679,lpoA,Penicillin-binding protein activator LpoA
BBFGCJEA_03108,ec_contig_16,183,5.55445,nadR,Trifunctional NAD biosynthesis/regulator protein NadR
BBFGCJEA_00309,ec_contig_4,69,5.55328,soxR,Redox-sensitive transcriptional activator SoxR
BBFGCJEA_03570,ec_contig_17,174,5.55143,obgE,GTPase ObgE/CgtA
BBFGCJEA_02858,ec_contig_16,186,5.55097,proA,Gamma-glutamyl phosphate reductase
BBFGCJEA_00963,ec_contig_11,113,5.54979,yohF,putative oxidoreductase YohF
BBFGCJEA_01458,ec_contig_16,35,5.52679,,hypothetical protein
BBFGCJEA_01929,ec_contig_16,66,5.52573,,hypothetical protein
BBFGCJEA_00666,ec_contig_7,207,5.51768,dnaA,Chromosomal replication initiator protein DnaA
BBFGCJEA_01483,ec_contig_16,113,5.50644,hdhA,7alpha-hydroxysteroid dehydrogenase
BBFGCJEA_01686,ec_contig_16,78,5.49735,cybB,Superoxide oxidase CybB
BBFGCJEA_01134,ec_contig_16,115,5.49654,hprR,Transcriptional regulatory protein HprR
BBFGCJEA_03336,ec_contig_17,37,5.49483,,hypothetical protein
BBFGCJEA_00590,ec_contig_7,162,5.49161,wecA,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
BBFGCJEA_02215,ec_contig_16,584,5.47764,ftsK,DNA translocase FtsK
BBFGCJEA_02492,ec_contig_16,118,5.4722,rna,Ribonuclease I
BBFGCJEA_01442,ec_contig_16,150,5.47139,purR,HTH-type transcriptional repressor PurR
BBFGCJEA_01727,ec_contig_16,39,5.46647,,hypothetical protein
BBFGCJEA_01420,ec_contig_16,178,5.45579,sufS,Cysteine desulfurase
BBFGCJEA_01833,ec_contig_16,142,5.45051,cysB,HTH-type transcriptional regulator CysB
BBFGCJEA_01237,ec_contig_16,89,5.44242,ruvA,Holliday junction branch migration complex subunit RuvA
BBFGCJEA_00133,ec_contig_4,44,5.43455,cybC,Soluble cytochrome b562
BBFGCJEA_03636,ec_contig_17,71,5.43379,mreD,Rod shape-determining protein MreD
BBFGCJEA_01417,ec_contig_16,216,5.43256,sufB,Iron-sulfur cluster assembly protein SufB
BBFGCJEA_04001,ec_contig_18,91,5.43159,pcm,Protein-L-isoaspartate O-methyltransferase
BBFGCJEA_03260,ec_contig_16,47,5.42883,valS_7,Valine--tRNA ligase
BBFGCJEA_01478,ec_contig_16,151,5.4285,ydgJ,putative oxidoreductase YdgJ
BBFGCJEA_01069,ec_contig_11,127,5.42567,wbbI,Beta-1%2C6-galactofuranosyltransferase WbbI
BBFGCJEA_03357,ec_contig_17,40,5.42381,yggX,putative Fe(2+)-trafficking protein
BBFGCJEA_00126,ec_contig_4,56,5.4154,ridA_1,2-iminobutanoate/2-iminopropanoate deaminase
BBFGCJEA_01943,ec_contig_16,36,5.41074,ymgC,putative protein YmgC
BBFGCJEA_00355,ec_contig_7,126,5.40144,rluF,Dual-specificity RNA pseudouridine synthase RluF
BBFGCJEA_01251,ec_contig_16,42,5.40144,,hypothetical protein
BBFGCJEA_02475,ec_contig_16,139,5.38507,lipA,Lipoyl synthase
BBFGCJEA_02023,ec_contig_16,458,5.37989,rne,Ribonuclease E
BBFGCJEA_04027,ec_contig_18,59,5.37234,,hypothetical protein
BBFGCJEA_02888,ec_contig_16,67,5.35775,rnhA,Ribonuclease HI
BBFGCJEA_01782,ec_contig_16,220,5.33939,tyrR,HTH-type transcriptional regulatory protein TyrR
BBFGCJEA_03307,ec_contig_17,189,5.33423,pepP,Xaa-Pro aminopeptidase
BBFGCJEA_01573,ec_contig_16,62,5.33403,marR,Multiple antibiotic resistance protein MarR
BBFGCJEA_00206,ec_contig_4,150,5.33109,rsgA,Small ribosomal subunit biogenesis GTPase RsgA
BBFGCJEA_04331,ec_contig_18,142,5.31957,,hypothetical protein
BBFGCJEA_02238,ec_contig_16,118,5.31416,amiD,N-acetylmuramoyl-L-alanine amidase AmiD
BBFGCJEA_02322,ec_contig_16,69,5.31332,moaC,Cyclic pyranopterin monophosphate synthase
BBFGCJEA_03817,ec_contig_17,310,5.30477,glgB,1%2C4-alpha-glucan branching enzyme GlgB
BBFGCJEA_02037,ec_contig_16,59,5.29504,flgN,Flagella synthesis protein FlgN
BBFGCJEA_01989,ec_contig_16,129,5.29357,nagK,N-acetyl-D-glucosamine kinase
BBFGCJEA_02564,ec_contig_16,78,5.28821,,hypothetical protein
BBFGCJEA_01223,ec_contig_16,80,5.28032,yecM,Protein YecM
BBFGCJEA_02651,ec_contig_16,44,5.27778,atl,DNA base-flipping protein
BBFGCJEA_02461,ec_contig_16,364,5.27388,leuS,Leucine--tRNA ligase
BBFGCJEA_03678,ec_contig_17,52,5.27388,,hypothetical protein
BBFGCJEA_03785,ec_contig_17,94,5.25842,yrfG,GMP/IMP nucleotidase YrfG
BBFGCJEA_03588,ec_contig_17,102,5.25796,lptB_1,Lipopolysaccharide export system ATP-binding protein LptB
BBFGCJEA_00014,ec_contig_15,289,5.24775,,hypothetical protein
BBFGCJEA_03236,ec_contig_16,143,5.24674,ahr,Aldehyde reductase Ahr
BBFGCJEA_02286,ec_contig_16,129,5.24184,ybiS,putative L%2CD-transpeptidase YbiS
BBFGCJEA_04263,ec_contig_18,100,5.2415,purC,Phosphoribosylaminoimidazole-succinocarboxamide synthase
BBFGCJEA_01566,ec_contig_16,55,5.23749,ygiW_1,Protein YgiW
BBFGCJEA_01723,ec_contig_16,26,5.23135,ynbE,Outer membrane lipoprotein YnbE
BBFGCJEA_03635,ec_contig_17,83,5.22932,yhdE,dTTP/UTP pyrophosphatase
BBFGCJEA_00065,ec_contig_15,175,5.22269,avtA,Valine--pyruvate aminotransferase
BBFGCJEA_02986,ec_contig_16,264,5.21923,aceF,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BBFGCJEA_02869,ec_contig_16,41,5.21903,yafN,Antitoxin YafN
BBFGCJEA_01835,ec_contig_16,35,5.19782,yciN,Protein YciN
BBFGCJEA_01654,ec_contig_16,72,5.19181,mnaT,L-amino acid N-acyltransferase MnaT
BBFGCJEA_00716,ec_contig_7,237,5.18687,,hypothetical protein
BBFGCJEA_00335,ec_contig_7,69,5.18529,ubiC,Chorismate pyruvate-lyase
BBFGCJEA_01452,ec_contig_16,83,5.17702,nemR,HTH-type transcriptional repressor NemR
BBFGCJEA_00868,ec_contig_11,100,5.17625,ubiG,Ubiquinone biosynthesis O-methyltransferase
BBFGCJEA_04233,ec_contig_18,24,5.16197,yfgG,Protein YfgG
BBFGCJEA_02048,ec_contig_16,154,5.15044,solA,N-methyl-L-tryptophan oxidase
BBFGCJEA_02366,ec_contig_16,174,5.14362,tolA,Tol-Pal system protein TolA
BBFGCJEA_03147,ec_contig_16,28,5.13667,,hypothetical protein
BBFGCJEA_00994,ec_contig_11,142,5.13454,yehA,putative fimbrial-like protein YehA
BBFGCJEA_04297,ec_contig_18,72,5.10331,,hypothetical protein
BBFGCJEA_01110,ec_contig_16,74,5.10018,cobU,Bifunctional adenosylcobalamin biosynthesis protein CobU
BBFGCJEA_03792,ec_contig_17,65,5.09974,greB,Transcription elongation factor GreB
BBFGCJEA_02968,ec_contig_16,116,5.09532,panC,Pantothenate synthetase
BBFGCJEA_00052,ec_contig_15,124,5.08839,glyQ,Glycine--tRNA ligase alpha subunit
BBFGCJEA_03021,ec_contig_16,234,5.07668,ilvI,Acetolactate synthase isozyme 3 large subunit
BBFGCJEA_02379,ec_contig_16,165,5.06979,sucB,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
BBFGCJEA_00966,ec_contig_11,126,5.05408,pbpG,D-alanyl-D-alanine endopeptidase
BBFGCJEA_02622,ec_contig_16,338,5.04966,copA,Copper-exporting P-type ATPase
BBFGCJEA_00403,ec_contig_7,125,5.04642,coaA_1,Pantothenate kinase
BBFGCJEA_00733,ec_contig_7,90,5.03466,,hypothetical protein
BBFGCJEA_01261,ec_contig_16,46,5.03367,yebY,putative protein YebY
BBFGCJEA_03432,ec_contig_17,23,5.03367,yqiD,Protein YqiD
BBFGCJEA_04175,ec_contig_18,35,5.01858,yfhL,Ferredoxin YfhL
BBFGCJEA_02348,ec_contig_16,154,5.01596,galK,Galactokinase
BBFGCJEA_01036,ec_contig_11,78,5.01562,dcd,dCTP deaminase
BBFGCJEA_01375,ec_contig_16,39,5.01562,,hypothetical protein
BBFGCJEA_01267,ec_contig_16,172,5.01322,letA,Lipophilic envelope-spanning tunnel protein A
BBFGCJEA_00974,ec_contig_11,98,5.01035,mlrA,HTH-type transcriptional regulator MlrA
BBFGCJEA_00451,ec_contig_7,100,5.00994,fpr,Flavodoxin/ferredoxin--NADP reductase
BBFGCJEA_00727,ec_contig_7,115,4.98124,yicC,Endoribonuclease YicC
BBFGCJEA_01007,ec_contig_11,168,4.97805,gatZ,D-tagatose-1%2C6-bisphosphate aldolase subunit GatZ
BBFGCJEA_02892,ec_contig_16,83,4.97791,ycgJ,putative methyltransferase YcgJ
BBFGCJEA_04341,ec_contig_18,188,4.96876,gltX,Glutamate--tRNA ligase
BBFGCJEA_00795,ec_contig_11,86,4.9668,yfcG,Disulfide-bond oxidoreductase YfcG
BBFGCJEA_02431,ec_contig_16,162,4.96538,nagC,DNA-binding transcriptional dual regulator NagC
BBFGCJEA_03670,ec_contig_17,149,4.95664,,hypothetical protein
BBFGCJEA_02556,ec_contig_16,29,4.95573,,hypothetical protein
BBFGCJEA_01415,ec_contig_16,25,4.9503,,hypothetical protein
BBFGCJEA_03041,ec_contig_16,21,4.94283,,hypothetical protein
BBFGCJEA_03026,ec_contig_16,80,4.9405,leuD,3-isopropylmalate dehydratase small subunit
BBFGCJEA_03247,ec_contig_16,377,4.94011,valS_1,Valine--tRNA ligase
BBFGCJEA_02947,ec_contig_16,169,4.93732,hemL,Glutamate-1-semialdehyde 2%2C1-aminomutase
BBFGCJEA_01254,ec_contig_16,87,4.9332,yebE,Inner membrane protein YebE
BBFGCJEA_01145,ec_contig_16,121,4.93283,yedI,Inner membrane protein YedI
BBFGCJEA_01832,ec_contig_16,17,4.93188,ymiA,Protein YmiA
BBFGCJEA_01177,ec_contig_16,197,4.9249,fliC,Flagellin
BBFGCJEA_04091,ec_contig_18,10,4.92425,,
BBFGCJEA_00783,ec_contig_11,87,4.91088,dedD,Cell division protein DedD
BBFGCJEA_01493,ec_contig_16,122,4.90942,tus,DNA replication terminus site-binding protein
BBFGCJEA_02692,ec_contig_16,59,4.90674,nrdR,Transcriptional repressor NrdR
BBFGCJEA_00322,ec_contig_4,129,4.90623,qorA,Quinone oxidoreductase 1
BBFGCJEA_01419,ec_contig_16,166,4.88399,sufD,Iron-sulfur cluster assembly protein SufD
BBFGCJEA_01877,ec_contig_16,110,4.88336,purU,Formyltetrahydrofolate deformylase
BBFGCJEA_01333,ec_contig_16,242,4.87705,sppA,Protease 4
BBFGCJEA_01280,ec_contig_16,111,4.8757,manZ_1,PTS system mannose-specific EIID component
BBFGCJEA_02632,ec_contig_16,84,4.87386,adk,Adenylate kinase
KHPLLONG_06157,cn_contig_1,10,4.8603,,
BBFGCJEA_00197,ec_contig_4,240,4.8603,mutL,DNA mismatch repair protein MutL
BBFGCJEA_02153,ec_contig_16,73,4.84392,pqiC,Intermembrane transport lipoprotein PqiC
BBFGCJEA_00929,ec_contig_11,74,4.83315,yeiP,Elongation factor P-like protein
BBFGCJEA_03496,ec_contig_17,46,4.82218,yhaI,Inner membrane protein YhaI
BBFGCJEA_01666,ec_contig_16,22,4.81482,,hypothetical protein
BBFGCJEA_03103,ec_contig_16,66,4.81482,yjjX,Inosine/xanthosine triphosphatase
BBFGCJEA_03574,ec_contig_17,125,4.81279,ispB,Octaprenyl diphosphate synthase
BBFGCJEA_02987,ec_contig_16,342,4.80447,aceE,Pyruvate dehydrogenase E1 component
BBFGCJEA_02931,ec_contig_16,93,4.79402,pyrH,Uridylate kinase
BBFGCJEA_03816,ec_contig_17,252,4.77757,glgX,Glycogen debranching enzyme
BBFGCJEA_03799,ec_contig_17,87,4.76011,,hypothetical protein
BBFGCJEA_00044,ec_contig_15,124,4.7596,ghrB,Glyoxylate/hydroxypyruvate reductase B
BBFGCJEA_01889,ec_contig_16,45,4.75732,ychN,Protein YchN
BBFGCJEA_02633,ec_contig_16,238,4.75039,htpG,Chaperone protein HtpG
BBFGCJEA_00159,ec_contig_4,179,4.74094,cycA,D-serine/D-alanine/glycine transporter
BBFGCJEA_01064,ec_contig_11,158,4.73801,rfbX,Putative O-antigen transporter
BBFGCJEA_00959,ec_contig_11,88,4.7318,yohK,Inner membrane protein YohK
BBFGCJEA_03024,ec_contig_16,138,4.72944,leuB,3-isopropylmalate dehydrogenase
BBFGCJEA_00414,ec_contig_7,177,4.72812,sthA,Soluble pyridine nucleotide transhydrogenase
BBFGCJEA_02156,ec_contig_16,241,4.72707,uup,ATP-binding protein Uup
BBFGCJEA_00443,ec_contig_7,67,4.72208,hslV,ATP-dependent protease subunit HslV
BBFGCJEA_00491,ec_contig_7,110,4.71554,,hypothetical protein
BBFGCJEA_02155,ec_contig_16,158,4.71534,pqiA,Intermembrane transport protein PqiA
BBFGCJEA_03582,ec_contig_17,102,4.71269,mlaF,Intermembrane phospholipid transport system ATP-binding protein MlaF
BBFGCJEA_03642,ec_contig_17,170,4.71269,accC,Biotin carboxylase
BBFGCJEA_03607,ec_contig_17,90,4.69761,gltF_2,Protein GltF
BBFGCJEA_02399,ec_contig_16,64,4.69638,,hypothetical protein
BBFGCJEA_02862,ec_contig_16,156,4.68931,frsA,Esterase FrsA
BBFGCJEA_02393,ec_contig_16,92,4.6844,pxpA,5-oxoprolinase subunit A
BBFGCJEA_01706,ec_contig_16,119,4.68295,paaX,Transcriptional repressor PaaX
BBFGCJEA_01496,ec_contig_16,42,4.67803,ydgC,Inner membrane protein YdgC
BBFGCJEA_03580,ec_contig_17,69,4.67803,mlaD,Intermembrane phospholipid transport system binding protein MlaD
BBFGCJEA_00198,ec_contig_4,167,4.67104,amiB,N-acetylmuramoyl-L-alanine amidase AmiB
BBFGCJEA_01808,ec_contig_16,177,4.66814,puuA,Gamma-glutamylputrescine synthetase PuuA
BBFGCJEA_01856,ec_contig_16,37,4.66228,yciI,Protein YciI
BBFGCJEA_03040,ec_contig_16,82,4.64968,rluA,Dual-specificity RNA pseudouridine synthase RluA
BBFGCJEA_00671,ec_contig_7,101,4.64926,yidA,Sugar phosphatase YidA
BBFGCJEA_00694,ec_contig_7,45,4.63937,yidG,Inner membrane protein YidG
BBFGCJEA_01973,ec_contig_16,81,4.63512,rluE,Ribosomal large subunit pseudouridine synthase E
BBFGCJEA_01934,ec_contig_16,86,4.62426,minC,Septum site-determining protein MinC
BBFGCJEA_00942,ec_contig_11,106,4.62351,nfo,Endonuclease 4
BBFGCJEA_03411,ec_contig_17,91,4.61465,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase
BBFGCJEA_02349,ec_contig_16,128,4.60164,galM,Aldose 1-epimerase
BBFGCJEA_04167,ec_contig_18,59,4.60007,rseC,Protein RseC
BBFGCJEA_02079,ec_contig_16,167,4.59886,dgcT,putative diguanylate cyclase DgcT
BBFGCJEA_02265,ec_contig_16,93,4.58558,deoR_1,Deoxyribose operon repressor
BBFGCJEA_03356,ec_contig_17,129,4.58474,mutY,Adenine DNA glycosylase
BBFGCJEA_02494,ec_contig_16,11,4.57408,yldA,Protein YldA
BBFGCJEA_03959,ec_contig_18,159,4.57025,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
BBFGCJEA_03025,ec_contig_16,171,4.56785,leuC_2,3-isopropylmalate dehydratase large subunit
BBFGCJEA_04229,ec_contig_18,179,4.56642,guaB,Inosine-5'-monophosphate dehydrogenase
BBFGCJEA_03346,ec_contig_17,86,4.56523,yggS,Pyridoxal phosphate homeostasis protein
BBFGCJEA_02528,ec_contig_16,45,4.56394,,hypothetical protein
BBFGCJEA_02699,ec_contig_16,137,4.54532,tgt,Queuine tRNA-ribosyltransferase
BBFGCJEA_00863,ec_contig_11,79,4.5415,inaA,Protein InaA
BBFGCJEA_03312,ec_contig_17,80,4.53628,rpiA,Ribose-5-phosphate isomerase A
BBFGCJEA_00655,ec_contig_7,162,4.53119,adeP,Adenine permease AdeP
BBFGCJEA_01678,ec_contig_16,196,4.52788,mdoD,Glucans biosynthesis protein D
BBFGCJEA_00828,ec_contig_11,209,4.52643,,hypothetical protein
BBFGCJEA_02197,ec_contig_16,155,4.51773,aroA,3-phosphoshikimate 1-carboxyvinyltransferase
BBFGCJEA_01834,ec_contig_16,313,4.50878,topA_1,DNA topoisomerase 1
BBFGCJEA_03609,ec_contig_17,56,4.50701,nanQ_2,N-acetylneuraminate anomerase NanQ
BBFGCJEA_00836,ec_contig_11,103,4.49266,menB,1%2C4-dihydroxy-2-naphthoyl-CoA synthase
BBFGCJEA_00815,ec_contig_11,326,4.4739,nuoG,NADH-quinone oxidoreductase subunit G
BBFGCJEA_04156,ec_contig_18,124,4.47072,yfiF,putative tRNA/rRNA methyltransferase YfiF
BBFGCJEA_00486,ec_contig_7,29,4.46627,,hypothetical protein
BBFGCJEA_02673,ec_contig_16,113,4.46091,cyoA,Cytochrome bo(3) ubiquinol oxidase subunit 2
BBFGCJEA_00595,ec_contig_7,177,4.46067,gppA,Guanosine-5'-triphosphate%2C3'-diphosphate pyrophosphatase
BBFGCJEA_02008,ec_contig_16,95,4.45527,ycfH,putative metal-dependent hydrolase YcfH
BBFGCJEA_00667,ec_contig_7,131,4.45284,dnaN,Beta sliding clamp
BBFGCJEA_03815,ec_contig_17,154,4.44702,glgC,Glucose-1-phosphate adenylyltransferase
BBFGCJEA_04015,ec_contig_18,120,4.44205,hypE,Carbamoyl dehydratase HypE
BBFGCJEA_01412,ec_contig_16,132,4.43846,ydiK,Putative transport protein YdiK
BBFGCJEA_02253,ec_contig_16,107,4.43455,rimK,Ribosomal protein bS6--L-glutamate ligase
BBFGCJEA_00484,ec_contig_7,110,4.42653,fdhE,Protein FdhE
BBFGCJEA_02295,ec_contig_16,78,4.42287,glnP,Glutamine transport system permease protein GlnP
BBFGCJEA_02643,ec_contig_16,141,4.41945,acrA,Multidrug efflux pump subunit AcrA
BBFGCJEA_01351,ec_contig_16,144,4.41367,astC,Succinylornithine transaminase
BBFGCJEA_03748,ec_contig_17,71,4.40651,fic,putative protein adenylyltransferase Fic
BBFGCJEA_01947,ec_contig_16,86,4.39684,bluR,HTH-type transcriptional repressor BluR
BBFGCJEA_01551,ec_contig_16,25,4.39252,cspJ,Cold shock-like protein CspJ
BBFGCJEA_03488,ec_contig_17,45,4.38566,mzrA,Modulator protein MzrA
BBFGCJEA_01858,ec_contig_16,171,4.38025,clsA,Cardiolipin synthase A
BBFGCJEA_02320,ec_contig_16,53,4.37856,moaE,Molybdopterin synthase catalytic subunit
BBFGCJEA_00228,ec_contig_4,147,4.37659,yjeH,L-methionine/branched-chain amino acid exporter YjeH
BBFGCJEA_00146,ec_contig_4,442,4.37607,tamB,Translocation and assembly module subunit TamB
IEOEGPMD_05054,pa_contig_19,9,4.37427,,
BBFGCJEA_00956,ec_contig_11,28,4.36617,,hypothetical protein
BBFGCJEA_03403,ec_contig_17,77,4.36617,yghB,Inner membrane protein YghB
BBFGCJEA_03884,ec_contig_17,238,4.35975,prlC,Oligopeptidase A
BBFGCJEA_01759,ec_contig_16,109,4.35817,ttcA,tRNA-cytidine(32) 2-sulfurtransferase
BBFGCJEA_03264,ec_contig_17,88,4.35626,nlpD_1,Murein hydrolase activator NlpD
BBFGCJEA_00508,ec_contig_7,122,4.34834,glnL,Sensory histidine kinase/phosphatase NtrB
BBFGCJEA_00191,ec_contig_4,23,4.34726,,hypothetical protein
BBFGCJEA_02999,ec_contig_16,23,4.34726,yacG,DNA gyrase inhibitor YacG
BBFGCJEA_01615,ec_contig_16,180,4.34324,ddpA,putative D%2CD-dipeptide-binding periplasmic protein DdpA
BBFGCJEA_00681,ec_contig_7,48,4.33905,ibpA,Small heat shock protein IbpA
BBFGCJEA_00813,ec_contig_11,58,4.33255,nuoE,NADH-quinone oxidoreductase subunit E
BBFGCJEA_01089,ec_contig_16,110,4.32878,yhaJ_1,HTH-type transcriptional regulator YhaJ
BBFGCJEA_03913,ec_contig_18,17,4.32798,,hypothetical protein
BBFGCJEA_00618,ec_contig_7,103,4.32626,rbsB,Ribose import binding protein RbsB
BBFGCJEA_01140,ec_contig_16,35,4.32294,drpB,Cell division protein DrpB
BBFGCJEA_00314,ec_contig_4,326,4.32175,uvrA,UvrABC system protein A
BBFGCJEA_00151,ec_contig_4,64,4.31559,ytfJ,putative protein YtfJ
BBFGCJEA_00837,ec_contig_11,111,4.3137,menC,o-succinylbenzoate synthase
BBFGCJEA_01421,ec_contig_16,48,4.30783,sufE,Cysteine desulfuration protein SufE
BBFGCJEA_01182,ec_contig_16,77,4.30743,tcyL,L-cystine transport system permease protein TcyL
BBFGCJEA_01689,ec_contig_16,29,4.30676,gapA1,Glyceraldehyde-3-phosphate dehydrogenase 1
BBFGCJEA_03677,ec_contig_17,49,4.30467,zntR,HTH-type transcriptional regulator ZntR
BBFGCJEA_01676,ec_contig_16,62,4.29686,rimL,Ribosomal-protein-serine acetyltransferase
BBFGCJEA_03244,ec_contig_16,124,4.29686,lptF,Lipopolysaccharide export system permease protein LptF
BBFGCJEA_03674,ec_contig_17,158,4.29414,trkA,Trk system potassium uptake protein TrkA
BBFGCJEA_04226,ec_contig_18,169,4.29376,der,GTPase Der
BBFGCJEA_02426,ec_contig_16,191,4.29311,glnS,Glutamine--tRNA ligase
BBFGCJEA_02690,ec_contig_16,54,4.29068,ribE,6%2C7-dimethyl-8-ribityllumazine synthase
BBFGCJEA_03564,ec_contig_17,97,4.2758,folP,Dihydropteroate synthase
BBFGCJEA_03617,ec_contig_17,73,4.27539,sspA,Stringent starvation protein A
BBFGCJEA_01884,ec_contig_16,159,4.27476,narK,Nitrate/nitrite antiporter NarK
BBFGCJEA_00564,ec_contig_7,94,4.2641,dapF,Diaminopimelate epimerase
BBFGCJEA_03293,ec_contig_17,102,4.2556,xerD_2,Tyrosine recombinase XerD
BBFGCJEA_00780,ec_contig_11,75,4.25276,dedA,Protein DedA
BBFGCJEA_03243,ec_contig_16,123,4.2504,lptG,Lipopolysaccharide export system permease protein LptG
BBFGCJEA_02205,ec_contig_16,103,4.24059,pgrR_2,HTH-type transcriptional regulator PgrR
BBFGCJEA_01074,ec_contig_11,53,4.23822,wbbL,Rhamnosyltransferase WbbL
BBFGCJEA_03433,ec_contig_17,74,4.23455,ribB,3%2C4-dihydroxy-2-butanone 4-phosphate synthase
BBFGCJEA_00225,ec_contig_4,40,4.22873,,hypothetical protein
BBFGCJEA_02381,ec_contig_16,81,4.22785,sdhB,Succinate dehydrogenase iron-sulfur subunit
BBFGCJEA_02693,ec_contig_16,61,4.22756,yajI,putative lipoprotein YajI
BBFGCJEA_02914,ec_contig_16,44,4.22223,,hypothetical protein
BBFGCJEA_02644,ec_contig_16,355,4.21766,acrB_2,multidrug efflux RND transporter permease subunit AcrB
BBFGCJEA_03385,ec_contig_17,28,4.20835,hybG,Hydrogenase maturation factor HybG
